PersonID,SpaceID,DateTime
107,2,2020-01-01 08:21:50
136,2,2020-01-01 08:21:50
172,2,2020-01-01 08:21:50
145,2,2020-01-01 08:21:50
28,2,2020-01-01 08:36:32
29,2,2020-01-01 08:36:32
38,2,2020-01-01 08:36:32
63,2,2020-01-01 08:36:32
75,2,2020-01-01 08:36:32
107,2,2020-01-01 08:36:32
172,2,2020-01-01 08:36:32
1,2,2020-01-01 08:54:30
28,2,2020-01-01 08:54:30
29,2,2020-01-01 08:54:30
75,2,2020-01-01 08:54:30
107,2,2020-01-01 08:54:30
136,2,2020-01-01 08:54:30
172,2,2020-01-01 08:54:30
1,2,2020-01-01 09:08:28
28,2,2020-01-01 09:08:28
29,2,2020-01-01 09:08:28
38,2,2020-01-01 09:08:28
63,2,2020-01-01 09:08:28
75,2,2020-01-01 09:08:28
136,2,2020-01-01 09:08:28
172,2,2020-01-01 09:08:28
145,2,2020-01-01 09:08:28
28,2,2020-01-01 09:18:38
38,2,2020-01-01 09:18:38
63,2,2020-01-01 09:18:38
75,2,2020-01-01 09:18:38
107,2,2020-01-01 09:18:38
136,2,2020-01-01 09:18:38
145,2,2020-01-01 09:18:38
1,2,2020-01-01 09:35:32
22,2,2020-01-01 09:35:32
28,2,2020-01-01 09:35:32
29,2,2020-01-01 09:35:32
38,2,2020-01-01 09:35:32
57,2,2020-01-01 09:35:32
63,2,2020-01-01 09:35:32
107,2,2020-01-01 09:35:32
136,2,2020-01-01 09:35:32
172,2,2020-01-01 09:35:32
179,2,2020-01-01 09:35:32
171,2,2020-01-01 09:35:32
1,2,2020-01-01 09:50:38
22,2,2020-01-01 09:50:38
28,2,2020-01-01 09:50:38
29,2,2020-01-01 09:50:38
38,2,2020-01-01 09:50:38
63,2,2020-01-01 09:50:38
91,2,2020-01-01 09:50:38
136,2,2020-01-01 09:50:38
172,2,2020-01-01 09:50:38
179,2,2020-01-01 09:50:38
17,2,2020-01-01 09:50:38
71,2,2020-01-01 09:50:38
161,2,2020-01-01 09:50:38
5,2,2020-01-01 09:50:38
17,2,2020-01-01 09:50:38
68,2,2020-01-01 09:50:38
84,2,2020-01-01 09:50:38
92,2,2020-01-01 09:50:38
141,2,2020-01-01 09:50:38
171,2,2020-01-01 09:50:38
184,2,2020-01-01 09:50:38
22,2,2020-01-01 10:05:33
38,2,2020-01-01 10:05:33
57,2,2020-01-01 10:05:33
63,2,2020-01-01 10:05:33
91,2,2020-01-01 10:05:33
136,2,2020-01-01 10:05:33
172,2,2020-01-01 10:05:33
179,2,2020-01-01 10:05:33
29,2,2020-01-01 10:23:12
57,2,2020-01-01 10:23:12
63,2,2020-01-01 10:23:12
91,2,2020-01-01 10:23:12
136,2,2020-01-01 10:23:12
172,2,2020-01-01 10:23:12
179,2,2020-01-01 10:23:12
22,2,2020-01-01 10:36:50
57,2,2020-01-01 10:36:50
63,2,2020-01-01 10:36:50
91,2,2020-01-01 10:36:50
136,2,2020-01-01 10:36:50
172,2,2020-01-01 10:36:50
178,2,2020-01-01 10:36:50
179,2,2020-01-01 10:36:50
152,2,2020-01-01 10:36:50
26,2,2020-01-01 10:36:50
22,2,2020-01-01 10:50:21
29,2,2020-01-01 10:50:21
57,2,2020-01-01 10:50:21
63,2,2020-01-01 10:50:21
136,2,2020-01-01 10:50:21
166,2,2020-01-01 10:50:21
178,2,2020-01-01 10:50:21
179,2,2020-01-01 10:50:21
22,2,2020-01-01 11:00:56
29,2,2020-01-01 11:00:56
57,2,2020-01-01 11:00:56
63,2,2020-01-01 11:00:56
91,2,2020-01-01 11:00:56
166,2,2020-01-01 11:00:56
172,2,2020-01-01 11:00:56
156,2,2020-01-01 11:00:56
22,2,2020-01-01 11:10:56
29,2,2020-01-01 11:10:56
57,2,2020-01-01 11:10:56
75,2,2020-01-01 11:10:56
91,2,2020-01-01 11:10:56
136,2,2020-01-01 11:10:56
178,2,2020-01-01 11:10:56
180,2,2020-01-01 11:10:56
5,2,2020-01-01 11:10:56
57,2,2020-01-01 11:24:18
75,2,2020-01-01 11:24:18
107,2,2020-01-01 11:24:18
136,2,2020-01-01 11:24:18
166,2,2020-01-01 11:24:18
172,2,2020-01-01 11:24:18
178,2,2020-01-01 11:24:18
180,2,2020-01-01 11:24:18
196,2,2020-01-01 11:24:18
22,2,2020-01-01 11:43:05
57,2,2020-01-01 11:43:05
75,2,2020-01-01 11:43:05
166,2,2020-01-01 11:43:05
172,2,2020-01-01 11:43:05
180,2,2020-01-01 11:43:05
22,2,2020-01-01 11:56:21
57,2,2020-01-01 11:56:21
63,2,2020-01-01 11:56:21
75,2,2020-01-01 11:56:21
107,2,2020-01-01 11:56:21
136,2,2020-01-01 11:56:21
172,2,2020-01-01 11:56:21
180,2,2020-01-01 11:56:21
57,2,2020-01-01 12:19:42
63,2,2020-01-01 12:19:42
75,2,2020-01-01 12:19:42
107,2,2020-01-01 12:19:42
180,2,2020-01-01 12:19:42
60,2,2020-01-01 12:19:42
113,2,2020-01-01 12:19:42
127,2,2020-01-01 12:50:48
58,2,2020-01-01 12:50:48
151,2,2020-01-01 13:09:32
173,2,2020-01-01 13:09:32
151,2,2020-01-01 13:23:53
131,2,2020-01-01 13:23:53
151,2,2020-01-01 13:56:33
40,3,2020-01-01 07:25:41
5,3,2020-01-01 07:54:47
7,3,2020-01-01 07:54:47
17,3,2020-01-01 07:54:47
19,3,2020-01-01 07:54:47
26,3,2020-01-01 07:54:47
49,3,2020-01-01 07:54:47
57,3,2020-01-01 07:54:47
68,3,2020-01-01 07:54:47
71,3,2020-01-01 07:54:47
84,3,2020-01-01 07:54:47
92,3,2020-01-01 07:54:47
96,3,2020-01-01 07:54:47
99,3,2020-01-01 07:54:47
128,3,2020-01-01 07:54:47
152,3,2020-01-01 07:54:47
166,3,2020-01-01 07:54:47
171,3,2020-01-01 07:54:47
5,3,2020-01-01 08:09:37
49,3,2020-01-01 08:09:37
71,3,2020-01-01 08:09:37
7,3,2020-01-01 08:09:37
26,3,2020-01-01 08:09:37
47,3,2020-01-01 08:09:37
53,3,2020-01-01 08:09:37
68,3,2020-01-01 08:09:37
79,3,2020-01-01 08:09:37
92,3,2020-01-01 08:09:37
96,3,2020-01-01 08:09:37
99,3,2020-01-01 08:09:37
141,3,2020-01-01 08:09:37
152,3,2020-01-01 08:09:37
153,3,2020-01-01 08:09:37
156,3,2020-01-01 08:09:37
165,3,2020-01-01 08:09:37
166,3,2020-01-01 08:09:37
184,3,2020-01-01 08:09:37
5,3,2020-01-01 08:26:00
49,3,2020-01-01 08:26:00
71,3,2020-01-01 08:26:00
2,3,2020-01-01 08:26:00
5,3,2020-01-01 08:26:00
7,3,2020-01-01 08:26:00
17,3,2020-01-01 08:26:00
19,3,2020-01-01 08:26:00
26,3,2020-01-01 08:26:00
47,3,2020-01-01 08:26:00
53,3,2020-01-01 08:26:00
57,3,2020-01-01 08:26:00
68,3,2020-01-01 08:26:00
79,3,2020-01-01 08:26:00
92,3,2020-01-01 08:26:00
99,3,2020-01-01 08:26:00
125,3,2020-01-01 08:26:00
152,3,2020-01-01 08:26:00
153,3,2020-01-01 08:26:00
156,3,2020-01-01 08:26:00
161,3,2020-01-01 08:26:00
171,3,2020-01-01 08:26:00
178,3,2020-01-01 08:26:00
184,3,2020-01-01 08:26:00
2,3,2020-01-01 08:38:33
57,3,2020-01-01 08:38:33
64,3,2020-01-01 08:38:33
68,3,2020-01-01 08:38:33
79,3,2020-01-01 08:38:33
152,3,2020-01-01 08:38:33
161,3,2020-01-01 08:38:33
166,3,2020-01-01 08:38:33
178,3,2020-01-01 08:38:33
2,3,2020-01-01 08:57:19
17,3,2020-01-01 08:57:19
57,3,2020-01-01 08:57:19
141,3,2020-01-01 08:57:19
152,3,2020-01-01 08:57:19
153,3,2020-01-01 08:57:19
161,3,2020-01-01 08:57:19
166,3,2020-01-01 08:57:19
178,3,2020-01-01 08:57:19
2,3,2020-01-01 09:12:58
5,3,2020-01-01 09:12:58
17,3,2020-01-01 09:12:58
26,3,2020-01-01 09:12:58
57,3,2020-01-01 09:12:58
79,3,2020-01-01 09:12:58
84,3,2020-01-01 09:12:58
125,3,2020-01-01 09:12:58
141,3,2020-01-01 09:12:58
152,3,2020-01-01 09:12:58
153,3,2020-01-01 09:12:58
166,3,2020-01-01 09:12:58
178,3,2020-01-01 09:12:58
184,3,2020-01-01 09:12:58
17,3,2020-01-01 09:24:52
84,3,2020-01-01 09:24:52
2,3,2020-01-01 09:24:52
5,3,2020-01-01 09:24:52
17,3,2020-01-01 09:24:52
30,3,2020-01-01 09:24:52
49,3,2020-01-01 09:24:52
57,3,2020-01-01 09:24:52
79,3,2020-01-01 09:24:52
141,3,2020-01-01 09:24:52
152,3,2020-01-01 09:24:52
153,3,2020-01-01 09:24:52
161,3,2020-01-01 09:24:52
178,3,2020-01-01 09:24:52
17,3,2020-01-01 09:39:17
71,3,2020-01-01 09:39:17
2,3,2020-01-01 09:39:17
5,3,2020-01-01 09:39:17
17,3,2020-01-01 09:39:17
30,3,2020-01-01 09:39:17
49,3,2020-01-01 09:39:17
68,3,2020-01-01 09:39:17
79,3,2020-01-01 09:39:17
92,3,2020-01-01 09:39:17
125,3,2020-01-01 09:39:17
141,3,2020-01-01 09:39:17
151,3,2020-01-01 09:39:17
153,3,2020-01-01 09:39:17
161,3,2020-01-01 09:39:17
171,3,2020-01-01 09:39:17
178,3,2020-01-01 09:39:17
186,3,2020-01-01 09:39:17
7,3,2020-01-01 09:52:40
30,3,2020-01-01 09:52:40
75,3,2020-01-01 09:52:40
88,3,2020-01-01 09:52:40
152,3,2020-01-01 09:52:40
153,3,2020-01-01 09:52:40
178,3,2020-01-01 09:52:40
7,3,2020-01-01 10:05:33
14,3,2020-01-01 10:05:33
30,3,2020-01-01 10:05:33
88,3,2020-01-01 10:05:33
152,3,2020-01-01 10:05:33
153,3,2020-01-01 10:05:33
178,3,2020-01-01 10:05:33
186,3,2020-01-01 10:05:33
2,3,2020-01-01 10:18:10
7,3,2020-01-01 10:18:10
14,3,2020-01-01 10:18:10
30,3,2020-01-01 10:18:10
75,3,2020-01-01 10:18:10
88,3,2020-01-01 10:18:10
92,3,2020-01-01 10:18:10
151,3,2020-01-01 10:18:10
152,3,2020-01-01 10:18:10
153,3,2020-01-01 10:18:10
178,3,2020-01-01 10:18:10
182,3,2020-01-01 10:18:10
14,3,2020-01-01 10:34:25
75,3,2020-01-01 10:34:25
88,3,2020-01-01 10:34:25
151,3,2020-01-01 10:34:25
152,3,2020-01-01 10:34:25
153,3,2020-01-01 10:34:25
182,3,2020-01-01 10:34:25
184,3,2020-01-01 10:34:25
186,3,2020-01-01 10:34:25
14,3,2020-01-01 10:47:29
26,3,2020-01-01 10:47:29
30,3,2020-01-01 10:47:29
47,3,2020-01-01 10:47:29
75,3,2020-01-01 10:47:29
151,3,2020-01-01 10:47:29
152,3,2020-01-01 10:47:29
153,3,2020-01-01 10:47:29
169,3,2020-01-01 10:47:29
182,3,2020-01-01 10:47:29
11,3,2020-01-01 11:01:11
14,3,2020-01-01 11:01:11
30,3,2020-01-01 11:01:11
49,3,2020-01-01 11:01:11
54,3,2020-01-01 11:01:11
64,3,2020-01-01 11:01:11
151,3,2020-01-01 11:01:11
153,3,2020-01-01 11:01:11
182,3,2020-01-01 11:01:11
5,3,2020-01-01 11:08:54
14,3,2020-01-01 11:08:54
49,3,2020-01-01 11:08:54
60,3,2020-01-01 11:08:54
71,3,2020-01-01 11:08:54
83,3,2020-01-01 11:08:54
151,3,2020-01-01 11:08:54
152,3,2020-01-01 11:08:54
182,3,2020-01-01 11:08:54
196,3,2020-01-01 11:08:54
14,3,2020-01-01 11:20:28
30,3,2020-01-01 11:20:28
60,3,2020-01-01 11:20:28
71,3,2020-01-01 11:20:28
83,3,2020-01-01 11:20:28
90,3,2020-01-01 11:20:28
113,3,2020-01-01 11:20:28
152,3,2020-01-01 11:20:28
153,3,2020-01-01 11:20:28
196,3,2020-01-01 11:20:28
161,3,2020-01-01 11:35:52
14,3,2020-01-01 11:35:52
30,3,2020-01-01 11:35:52
54,3,2020-01-01 11:35:52
60,3,2020-01-01 11:35:52
83,3,2020-01-01 11:35:52
90,3,2020-01-01 11:35:52
111,3,2020-01-01 11:35:52
128,3,2020-01-01 11:35:52
152,3,2020-01-01 11:35:52
153,3,2020-01-01 11:35:52
190,3,2020-01-01 11:35:52
194,3,2020-01-01 11:35:52
14,3,2020-01-01 11:45:33
54,3,2020-01-01 11:45:33
60,3,2020-01-01 11:45:33
83,3,2020-01-01 11:45:33
90,3,2020-01-01 11:45:33
153,3,2020-01-01 11:45:33
161,3,2020-01-01 11:45:33
178,3,2020-01-01 11:45:33
184,3,2020-01-01 11:45:33
190,3,2020-01-01 11:45:33
194,3,2020-01-01 11:45:33
14,3,2020-01-01 11:58:22
30,3,2020-01-01 11:58:22
54,3,2020-01-01 11:58:22
60,3,2020-01-01 11:58:22
83,3,2020-01-01 11:58:22
90,3,2020-01-01 11:58:22
111,3,2020-01-01 11:58:22
152,3,2020-01-01 11:58:22
161,3,2020-01-01 11:58:22
178,3,2020-01-01 11:58:22
184,3,2020-01-01 11:58:22
14,3,2020-01-01 12:13:44
60,3,2020-01-01 12:13:44
83,3,2020-01-01 12:13:44
111,3,2020-01-01 12:13:44
112,3,2020-01-01 12:13:44
113,3,2020-01-01 12:13:44
143,3,2020-01-01 12:13:44
161,3,2020-01-01 12:13:44
178,3,2020-01-01 12:13:44
184,3,2020-01-01 12:13:44
194,3,2020-01-01 12:13:44
90,3,2020-01-01 12:29:31
26,3,2020-01-01 12:29:31
30,3,2020-01-01 12:29:31
83,3,2020-01-01 12:29:31
111,3,2020-01-01 12:29:31
112,3,2020-01-01 12:29:31
128,3,2020-01-01 12:29:31
169,3,2020-01-01 12:29:31
190,3,2020-01-01 12:29:31
194,3,2020-01-01 12:29:31
30,3,2020-01-01 12:43:23
90,3,2020-01-01 12:43:23
111,3,2020-01-01 12:43:23
112,3,2020-01-01 12:43:23
178,3,2020-01-01 12:43:23
190,3,2020-01-01 12:43:23
194,3,2020-01-01 12:43:23
11,3,2020-01-01 12:56:28
30,3,2020-01-01 12:56:28
58,3,2020-01-01 12:56:28
73,3,2020-01-01 12:56:28
86,3,2020-01-01 12:56:28
93,3,2020-01-01 12:56:28
112,3,2020-01-01 12:56:28
113,3,2020-01-01 12:56:28
127,3,2020-01-01 12:56:28
161,3,2020-01-01 12:56:28
178,3,2020-01-01 12:56:28
190,3,2020-01-01 12:56:28
11,3,2020-01-01 13:09:05
15,3,2020-01-01 13:09:05
30,3,2020-01-01 13:09:05
112,3,2020-01-01 13:09:05
161,3,2020-01-01 13:09:05
178,3,2020-01-01 13:09:05
21,3,2020-01-01 13:27:51
30,3,2020-01-01 13:27:51
73,3,2020-01-01 13:27:51
196,3,2020-01-01 13:27:51
30,3,2020-01-01 13:38:32
30,3,2020-01-01 13:57:07
196,3,2020-01-01 13:57:07
40,4,2020-01-01 07:25:52
7,4,2020-01-01 07:40:53
166,4,2020-01-01 07:40:53
7,4,2020-01-01 07:54:05
17,4,2020-01-01 07:54:05
19,4,2020-01-01 07:54:05
26,4,2020-01-01 07:54:05
49,4,2020-01-01 07:54:05
57,4,2020-01-01 07:54:05
68,4,2020-01-01 07:54:05
92,4,2020-01-01 07:54:05
96,4,2020-01-01 07:54:05
128,4,2020-01-01 07:54:05
152,4,2020-01-01 07:54:05
166,4,2020-01-01 07:54:05
171,4,2020-01-01 07:54:05
84,4,2020-01-01 07:54:05
99,4,2020-01-01 07:54:05
7,4,2020-01-01 08:06:08
17,4,2020-01-01 08:06:08
19,4,2020-01-01 08:06:08
53,4,2020-01-01 08:06:08
57,4,2020-01-01 08:06:08
68,4,2020-01-01 08:06:08
79,4,2020-01-01 08:06:08
92,4,2020-01-01 08:06:08
99,4,2020-01-01 08:06:08
141,4,2020-01-01 08:06:08
152,4,2020-01-01 08:06:08
156,4,2020-01-01 08:06:08
165,4,2020-01-01 08:06:08
166,4,2020-01-01 08:06:08
171,4,2020-01-01 08:06:08
184,4,2020-01-01 08:06:08
5,4,2020-01-01 08:06:08
49,4,2020-01-01 08:06:08
71,4,2020-01-01 08:06:08
2,4,2020-01-01 08:23:30
5,4,2020-01-01 08:23:30
7,4,2020-01-01 08:23:30
17,4,2020-01-01 08:23:30
19,4,2020-01-01 08:23:30
26,4,2020-01-01 08:23:30
47,4,2020-01-01 08:23:30
49,4,2020-01-01 08:23:30
53,4,2020-01-01 08:23:30
57,4,2020-01-01 08:23:30
79,4,2020-01-01 08:23:30
99,4,2020-01-01 08:23:30
112,4,2020-01-01 08:23:30
125,4,2020-01-01 08:23:30
141,4,2020-01-01 08:23:30
152,4,2020-01-01 08:23:30
153,4,2020-01-01 08:23:30
156,4,2020-01-01 08:23:30
161,4,2020-01-01 08:23:30
165,4,2020-01-01 08:23:30
166,4,2020-01-01 08:23:30
171,4,2020-01-01 08:23:30
178,4,2020-01-01 08:23:30
184,4,2020-01-01 08:23:30
5,4,2020-01-01 08:23:30
49,4,2020-01-01 08:23:30
2,4,2020-01-01 08:41:24
57,4,2020-01-01 08:41:24
68,4,2020-01-01 08:41:24
71,4,2020-01-01 08:41:24
79,4,2020-01-01 08:41:24
125,4,2020-01-01 08:41:24
141,4,2020-01-01 08:41:24
152,4,2020-01-01 08:41:24
153,4,2020-01-01 08:41:24
166,4,2020-01-01 08:41:24
178,4,2020-01-01 08:41:24
2,4,2020-01-01 09:00:19
79,4,2020-01-01 09:00:19
141,4,2020-01-01 09:00:19
152,4,2020-01-01 09:00:19
153,4,2020-01-01 09:00:19
161,4,2020-01-01 09:00:19
166,4,2020-01-01 09:00:19
184,4,2020-01-01 09:00:19
5,4,2020-01-01 09:00:19
2,4,2020-01-01 09:13:24
5,4,2020-01-01 09:13:24
17,4,2020-01-01 09:13:24
49,4,2020-01-01 09:13:24
79,4,2020-01-01 09:13:24
153,4,2020-01-01 09:13:24
161,4,2020-01-01 09:13:24
166,4,2020-01-01 09:13:24
178,4,2020-01-01 09:13:24
26,4,2020-01-01 09:13:24
84,4,2020-01-01 09:13:24
184,4,2020-01-01 09:13:24
5,4,2020-01-01 09:27:23
17,4,2020-01-01 09:27:23
30,4,2020-01-01 09:27:23
49,4,2020-01-01 09:27:23
57,4,2020-01-01 09:27:23
84,4,2020-01-01 09:27:23
125,4,2020-01-01 09:27:23
151,4,2020-01-01 09:27:23
152,4,2020-01-01 09:27:23
153,4,2020-01-01 09:27:23
161,4,2020-01-01 09:27:23
17,4,2020-01-01 09:27:23
71,4,2020-01-01 09:27:23
2,4,2020-01-01 09:40:20
5,4,2020-01-01 09:40:20
14,4,2020-01-01 09:40:20
30,4,2020-01-01 09:40:20
49,4,2020-01-01 09:40:20
68,4,2020-01-01 09:40:20
75,4,2020-01-01 09:40:20
79,4,2020-01-01 09:40:20
125,4,2020-01-01 09:40:20
151,4,2020-01-01 09:40:20
152,4,2020-01-01 09:40:20
161,4,2020-01-01 09:40:20
171,4,2020-01-01 09:40:20
178,4,2020-01-01 09:40:20
186,4,2020-01-01 09:40:20
17,4,2020-01-01 09:40:20
71,4,2020-01-01 09:40:20
7,4,2020-01-01 09:53:19
14,4,2020-01-01 09:53:19
17,4,2020-01-01 09:53:19
30,4,2020-01-01 09:53:19
75,4,2020-01-01 09:53:19
88,4,2020-01-01 09:53:19
151,4,2020-01-01 09:53:19
152,4,2020-01-01 09:53:19
153,4,2020-01-01 09:53:19
186,4,2020-01-01 09:53:19
7,4,2020-01-01 10:13:41
14,4,2020-01-01 10:13:41
92,4,2020-01-01 10:13:41
151,4,2020-01-01 10:13:41
153,4,2020-01-01 10:13:41
182,4,2020-01-01 10:13:41
186,4,2020-01-01 10:13:41
14,4,2020-01-01 10:32:09
30,4,2020-01-01 10:32:09
40,4,2020-01-01 10:32:09
68,4,2020-01-01 10:32:09
75,4,2020-01-01 10:32:09
88,4,2020-01-01 10:32:09
151,4,2020-01-01 10:32:09
153,4,2020-01-01 10:32:09
182,4,2020-01-01 10:32:09
184,4,2020-01-01 10:32:09
186,4,2020-01-01 10:32:09
14,4,2020-01-01 10:50:25
30,4,2020-01-01 10:50:25
47,4,2020-01-01 10:50:25
54,4,2020-01-01 10:50:25
68,4,2020-01-01 10:50:25
75,4,2020-01-01 10:50:25
77,4,2020-01-01 10:50:25
92,4,2020-01-01 10:50:25
152,4,2020-01-01 10:50:25
153,4,2020-01-01 10:50:25
169,4,2020-01-01 10:50:25
182,4,2020-01-01 10:50:25
14,4,2020-01-01 11:11:23
30,4,2020-01-01 11:11:23
54,4,2020-01-01 11:11:23
60,4,2020-01-01 11:11:23
153,4,2020-01-01 11:11:23
182,4,2020-01-01 11:11:23
196,4,2020-01-01 11:11:23
30,4,2020-01-01 11:26:34
49,4,2020-01-01 11:26:34
54,4,2020-01-01 11:26:34
60,4,2020-01-01 11:26:34
71,4,2020-01-01 11:26:34
83,4,2020-01-01 11:26:34
113,4,2020-01-01 11:26:34
128,4,2020-01-01 11:26:34
152,4,2020-01-01 11:26:34
153,4,2020-01-01 11:26:34
14,4,2020-01-01 11:47:31
30,4,2020-01-01 11:47:31
54,4,2020-01-01 11:47:31
60,4,2020-01-01 11:47:31
90,4,2020-01-01 11:47:31
128,4,2020-01-01 11:47:31
152,4,2020-01-01 11:47:31
153,4,2020-01-01 11:47:31
161,4,2020-01-01 11:47:31
184,4,2020-01-01 11:47:31
190,4,2020-01-01 11:47:31
194,4,2020-01-01 11:47:31
14,4,2020-01-01 12:03:13
30,4,2020-01-01 12:03:13
60,4,2020-01-01 12:03:13
111,4,2020-01-01 12:03:13
113,4,2020-01-01 12:03:13
128,4,2020-01-01 12:03:13
152,4,2020-01-01 12:03:13
161,4,2020-01-01 12:03:13
190,4,2020-01-01 12:03:13
194,4,2020-01-01 12:03:13
14,4,2020-01-01 12:14:59
30,4,2020-01-01 12:14:59
60,4,2020-01-01 12:14:59
83,4,2020-01-01 12:14:59
111,4,2020-01-01 12:14:59
112,4,2020-01-01 12:14:59
113,4,2020-01-01 12:14:59
143,4,2020-01-01 12:14:59
161,4,2020-01-01 12:14:59
178,4,2020-01-01 12:14:59
184,4,2020-01-01 12:14:59
