SensorID,DateTime,Temperature
22,2020-01-06 10:45:00,72.3712
22,2020-01-06 11:00:00,72.1485
22,2020-01-06 11:15:00,71.7594
22,2020-01-06 11:30:00,71.1538
22,2020-01-06 11:45:00,70.6115
22,2020-01-06 12:00:00,70.2446
22,2020-01-06 12:15:00,70.0978
22,2020-01-06 12:30:00,70.0391
22,2020-01-06 12:45:00,70.0157
22,2020-01-06 13:00:00,70.0063
22,2020-01-06 13:15:00,70.0025
22,2020-01-06 13:30:00,70.001
22,2020-01-06 13:45:00,70.0004
22,2020-01-06 14:00:00,70.0002
22,2020-01-06 14:15:00,70.0001
22,2020-01-06 14:30:00,70
22,2020-01-06 14:45:00,70
22,2020-01-06 15:00:00,70
22,2020-01-06 15:15:00,70
22,2020-01-06 15:30:00,70
22,2020-01-06 15:45:00,70
22,2020-01-06 16:00:00,70
22,2020-01-06 16:15:00,70
22,2020-01-06 16:30:00,70
22,2020-01-06 16:45:00,70
22,2020-01-06 17:00:00,70
22,2020-01-06 17:15:00,70
22,2020-01-06 17:30:00,70
22,2020-01-06 17:45:00,70
22,2020-01-06 18:00:00,70
22,2020-01-06 18:15:00,70
22,2020-01-06 18:30:00,70
22,2020-01-06 18:45:00,70
22,2020-01-06 19:00:00,70
22,2020-01-06 19:15:00,70
22,2020-01-06 19:30:00,70
22,2020-01-06 19:45:00,70
22,2020-01-06 20:00:00,70
22,2020-01-06 20:15:00,70
22,2020-01-06 20:30:00,70
22,2020-01-06 20:45:00,70
22,2020-01-06 21:00:00,70
22,2020-01-06 21:15:00,70
22,2020-01-06 21:30:00,70
22,2020-01-06 21:45:00,70
22,2020-01-06 22:00:00,70
22,2020-01-06 22:15:00,70
22,2020-01-06 22:30:00,70
22,2020-01-06 22:45:00,70
22,2020-01-06 23:00:00,70
22,2020-01-06 23:15:00,70
22,2020-01-06 23:30:00,70
22,2020-01-06 23:45:00,70
23,2020-01-06 00:00:00,70
23,2020-01-06 00:15:00,72.4
23,2020-01-06 00:30:00,76.66
23,2020-01-06 00:45:00,82.414
23,2020-01-06 01:00:00,84.7156
23,2020-01-06 01:15:00,86.9862
23,2020-01-06 01:30:00,89.8445
23,2020-01-06 01:45:00,93.0878
23,2020-01-06 02:00:00,96.4851
23,2020-01-06 02:15:00,97.844
23,2020-01-06 02:30:00,99.1376
23,2020-01-06 02:45:00,102.355
23,2020-01-06 03:00:00,105.742
23,2020-01-06 03:15:00,108.447
23,2020-01-06 03:30:00,109.679
23,2020-01-06 03:45:00,111.071
23,2020-01-06 04:00:00,110.579
23,2020-01-06 04:15:00,110.981
23,2020-01-06 04:30:00,109.493
23,2020-01-06 04:45:00,105.897
23,2020-01-06 05:00:00,95.1588
23,2020-01-06 05:15:00,90.8635
23,2020-01-06 05:30:00,86.2954
23,2020-01-06 05:45:00,84.1682
23,2020-01-06 06:00:00,84.5173
23,2020-01-06 06:15:00,83.9069
23,2020-01-06 06:30:00,84.2628
23,2020-01-06 06:45:00,83.5051
23,2020-01-06 07:00:00,83.802
23,2020-01-06 07:15:00,83.3208
23,2020-01-06 07:30:00,83.2783
23,2020-01-06 07:45:00,83.4113
23,2020-01-06 08:00:00,83.3145
23,2020-01-06 08:15:00,83.4258
23,2020-01-06 08:30:00,82.8703
23,2020-01-06 08:45:00,82.7981
23,2020-01-06 09:00:00,82.6193
23,2020-01-06 09:15:00,79.6977
23,2020-01-06 09:30:00,77.4791
23,2020-01-06 09:45:00,75.3916
23,2020-01-06 10:00:00,74.2567
23,2020-01-06 10:15:00,72.6027
23,2020-01-06 10:30:00,71.7911
23,2020-01-06 10:45:00,71.1664
23,2020-01-06 11:00:00,70.9166
23,2020-01-06 11:15:00,70.6666
23,2020-01-06 11:30:00,70.4167
23,2020-01-06 11:45:00,70.3167
23,2020-01-06 12:00:00,70.2767
23,2020-01-06 12:15:00,70.1107
23,2020-01-06 12:30:00,70.0443
23,2020-01-06 12:45:00,70.1677
23,2020-01-06 13:00:00,70.2171
23,2020-01-06 13:15:00,70.2368
23,2020-01-06 13:30:00,70.2447
23,2020-01-06 13:45:00,70.2479
23,2020-01-06 14:00:00,70.2492
23,2020-01-06 14:15:00,70.2497
23,2020-01-06 14:30:00,70.2499
23,2020-01-06 14:45:00,70.0999
23,2020-01-06 15:00:00,70.04
23,2020-01-06 15:15:00,70.016
23,2020-01-06 15:30:00,70.0064
23,2020-01-06 15:45:00,70.0026
23,2020-01-06 16:00:00,70.001
23,2020-01-06 16:15:00,70.0004
23,2020-01-06 16:30:00,70.0002
23,2020-01-06 16:45:00,70.0001
23,2020-01-06 17:00:00,70
23,2020-01-06 17:15:00,70
23,2020-01-06 17:30:00,70
23,2020-01-06 17:45:00,70
23,2020-01-06 18:00:00,70
23,2020-01-06 18:15:00,70
23,2020-01-06 18:30:00,70
23,2020-01-06 18:45:00,70
23,2020-01-06 19:00:00,70
23,2020-01-06 19:15:00,70
23,2020-01-06 19:30:00,70
23,2020-01-06 19:45:00,70
23,2020-01-06 20:00:00,70
23,2020-01-06 20:15:00,70
23,2020-01-06 20:30:00,70
23,2020-01-06 20:45:00,70
23,2020-01-06 21:00:00,70
23,2020-01-06 21:15:00,70
23,2020-01-06 21:30:00,70
23,2020-01-06 21:45:00,70
23,2020-01-06 22:00:00,70
23,2020-01-06 22:15:00,70
23,2020-01-06 22:30:00,70
23,2020-01-06 22:45:00,70
23,2020-01-06 23:00:00,70
23,2020-01-06 23:15:00,70
23,2020-01-06 23:30:00,70
23,2020-01-06 23:45:00,70
24,2020-01-06 00:00:00,70
24,2020-01-06 00:15:00,70
24,2020-01-06 00:30:00,70
24,2020-01-06 00:45:00,70
24,2020-01-06 01:00:00,70
24,2020-01-06 01:15:00,70
24,2020-01-06 01:30:00,70
24,2020-01-06 01:45:00,70
24,2020-01-06 02:00:00,70
24,2020-01-06 02:15:00,70
24,2020-01-06 02:30:00,70
24,2020-01-06 02:45:00,70
24,2020-01-06 03:00:00,70
24,2020-01-06 03:15:00,70
24,2020-01-06 03:30:00,70
24,2020-01-06 03:45:00,70
24,2020-01-06 04:00:00,70
24,2020-01-06 04:15:00,70
24,2020-01-06 04:30:00,70
24,2020-01-06 04:45:00,70
24,2020-01-06 05:00:00,70
24,2020-01-06 05:15:00,70
24,2020-01-06 05:30:00,70
24,2020-01-06 05:45:00,70
24,2020-01-06 06:00:00,70
24,2020-01-06 06:15:00,70
24,2020-01-06 06:30:00,70
24,2020-01-06 06:45:00,70
24,2020-01-06 07:00:00,70
24,2020-01-06 07:15:00,70
24,2020-01-06 07:30:00,70
24,2020-01-06 07:45:00,70
24,2020-01-06 08:00:00,70
24,2020-01-06 08:15:00,70
24,2020-01-06 08:30:00,70
24,2020-01-06 08:45:00,70
24,2020-01-06 09:00:00,70
24,2020-01-06 09:15:00,70
24,2020-01-06 09:30:00,70
24,2020-01-06 09:45:00,70
24,2020-01-06 10:00:00,70
24,2020-01-06 10:15:00,70
24,2020-01-06 10:30:00,70
24,2020-01-06 10:45:00,70
24,2020-01-06 11:00:00,70
24,2020-01-06 11:15:00,70
24,2020-01-06 11:30:00,70
24,2020-01-06 11:45:00,70
24,2020-01-06 12:00:00,70
24,2020-01-06 12:15:00,70
24,2020-01-06 12:30:00,70
24,2020-01-06 12:45:00,70
24,2020-01-06 13:00:00,70
24,2020-01-06 13:15:00,70.15
24,2020-01-06 13:30:00,70.21
24,2020-01-06 13:45:00,70.234
24,2020-01-06 14:00:00,70.2436
24,2020-01-06 14:15:00,70.2474
24,2020-01-06 14:30:00,70.249
24,2020-01-06 14:45:00,70.2496
24,2020-01-06 15:00:00,70.2498
24,2020-01-06 15:15:00,70.2499
24,2020-01-06 15:30:00,70.1
24,2020-01-06 15:45:00,70.04
24,2020-01-06 16:00:00,70.016
24,2020-01-06 16:15:00,70.0064
24,2020-01-06 16:30:00,70.0026
24,2020-01-06 16:45:00,70.001
24,2020-01-06 17:00:00,70.0004
24,2020-01-06 17:15:00,70.0002
24,2020-01-06 17:30:00,70.0001
24,2020-01-06 17:45:00,70
24,2020-01-06 18:00:00,70
24,2020-01-06 18:15:00,70
24,2020-01-06 18:30:00,70
24,2020-01-06 18:45:00,70
24,2020-01-06 19:00:00,70
24,2020-01-06 19:15:00,70
24,2020-01-06 19:30:00,70
24,2020-01-06 19:45:00,70
24,2020-01-06 20:00:00,70
24,2020-01-06 20:15:00,70
24,2020-01-06 20:30:00,70
24,2020-01-06 20:45:00,70
24,2020-01-06 21:00:00,70
24,2020-01-06 21:15:00,70
24,2020-01-06 21:30:00,70
24,2020-01-06 21:45:00,70
24,2020-01-06 22:00:00,70
24,2020-01-06 22:15:00,70
24,2020-01-06 22:30:00,70
24,2020-01-06 22:45:00,70
24,2020-01-06 23:00:00,70
24,2020-01-06 23:15:00,70
24,2020-01-06 23:30:00,70
24,2020-01-06 23:45:00,70
25,2020-01-06 00:00:00,70
25,2020-01-06 00:15:00,70
25,2020-01-06 00:30:00,70
25,2020-01-06 00:45:00,70
25,2020-01-06 01:00:00,70
25,2020-01-06 01:15:00,70
25,2020-01-06 01:30:00,70
25,2020-01-06 01:45:00,70
25,2020-01-06 02:00:00,70
25,2020-01-06 02:15:00,70
25,2020-01-06 02:30:00,70
25,2020-01-06 02:45:00,70
25,2020-01-06 03:00:00,70
25,2020-01-06 03:15:00,70
25,2020-01-06 03:30:00,70
25,2020-01-06 03:45:00,70
25,2020-01-06 04:00:00,70
25,2020-01-06 04:15:00,70
25,2020-01-06 04:30:00,70
25,2020-01-06 04:45:00,70
25,2020-01-06 05:00:00,70
25,2020-01-06 05:15:00,70
25,2020-01-06 05:30:00,70
25,2020-01-06 05:45:00,70
25,2020-01-06 06:00:00,70
25,2020-01-06 06:15:00,70
25,2020-01-06 06:30:00,70
25,2020-01-06 06:45:00,70
25,2020-01-06 07:00:00,70
25,2020-01-06 07:15:00,70
25,2020-01-06 07:30:00,70
25,2020-01-06 07:45:00,70
25,2020-01-06 08:00:00,70
25,2020-01-06 08:15:00,70
25,2020-01-06 08:30:00,70
25,2020-01-06 08:45:00,70
25,2020-01-06 09:00:00,70
25,2020-01-06 09:15:00,70.15
25,2020-01-06 09:30:00,70.21
25,2020-01-06 09:45:00,70.234
25,2020-01-06 10:00:00,70.0936
25,2020-01-06 10:15:00,70.0374
25,2020-01-06 10:30:00,70.015
25,2020-01-06 10:45:00,70.156
25,2020-01-06 11:00:00,70.2124
25,2020-01-06 11:15:00,70.235
25,2020-01-06 11:30:00,70.244
25,2020-01-06 11:45:00,70.2476
25,2020-01-06 12:00:00,70.249
25,2020-01-06 12:15:00,70.2496
25,2020-01-06 12:30:00,70.2498
25,2020-01-06 12:45:00,70.0999
25,2020-01-06 13:00:00,70.04
25,2020-01-06 13:15:00,70.016
25,2020-01-06 13:30:00,70.0064
25,2020-01-06 13:45:00,70.0026
25,2020-01-06 14:00:00,70.001
25,2020-01-06 14:15:00,70.0004
25,2020-01-06 14:30:00,70.0002
25,2020-01-06 14:45:00,70.0001
25,2020-01-06 15:00:00,70
25,2020-01-06 15:15:00,70
25,2020-01-06 15:30:00,70
25,2020-01-06 15:45:00,70
25,2020-01-06 16:00:00,70
25,2020-01-06 16:15:00,70
25,2020-01-06 16:30:00,70
25,2020-01-06 16:45:00,70
25,2020-01-06 17:00:00,70
25,2020-01-06 17:15:00,70
25,2020-01-06 17:30:00,70
25,2020-01-06 17:45:00,70
25,2020-01-06 18:00:00,70
25,2020-01-06 18:15:00,70
25,2020-01-06 18:30:00,70
25,2020-01-06 18:45:00,70
25,2020-01-06 19:00:00,70
25,2020-01-06 19:15:00,70
25,2020-01-06 19:30:00,70
25,2020-01-06 19:45:00,70
25,2020-01-06 20:00:00,70
25,2020-01-06 20:15:00,70
25,2020-01-06 20:30:00,70
25,2020-01-06 20:45:00,70
25,2020-01-06 21:00:00,70
25,2020-01-06 21:15:00,70
25,2020-01-06 21:30:00,70
25,2020-01-06 21:45:00,70
25,2020-01-06 22:00:00,70
25,2020-01-06 22:15:00,70
25,2020-01-06 22:30:00,70
25,2020-01-06 22:45:00,70
25,2020-01-06 23:00:00,70
25,2020-01-06 23:15:00,70
25,2020-01-06 23:30:00,70
25,2020-01-06 23:45:00,70
26,2020-01-06 00:00:00,70
26,2020-01-06 00:15:00,70
26,2020-01-06 00:30:00,70
26,2020-01-06 00:45:00,70
26,2020-01-06 01:00:00,70
26,2020-01-06 01:15:00,70
26,2020-01-06 01:30:00,70
26,2020-01-06 01:45:00,70
26,2020-01-06 02:00:00,70
26,2020-01-06 02:15:00,70
26,2020-01-06 02:30:00,70
26,2020-01-06 02:45:00,70
26,2020-01-06 03:00:00,70
26,2020-01-06 03:15:00,70
26,2020-01-06 03:30:00,70
26,2020-01-06 03:45:00,70
26,2020-01-06 04:00:00,70
26,2020-01-06 04:15:00,70
26,2020-01-06 04:30:00,70
26,2020-01-06 04:45:00,70
26,2020-01-06 05:00:00,70
26,2020-01-06 05:15:00,70
26,2020-01-06 05:30:00,70
26,2020-01-06 05:45:00,70
26,2020-01-06 06:00:00,70
26,2020-01-06 06:15:00,70
26,2020-01-06 06:30:00,70
26,2020-01-06 06:45:00,70
26,2020-01-06 07:00:00,70
26,2020-01-06 07:15:00,70
26,2020-01-06 07:30:00,70
26,2020-01-06 07:45:00,70
26,2020-01-06 08:00:00,70
26,2020-01-06 08:15:00,70
26,2020-01-06 08:30:00,70
26,2020-01-06 08:45:00,70
26,2020-01-06 09:00:00,70.15
26,2020-01-06 09:15:00,70.81
26,2020-01-06 09:30:00,71.074
26,2020-01-06 09:45:00,71.1796
26,2020-01-06 10:00:00,70.4718
26,2020-01-06 10:15:00,70.1887
26,2020-01-06 10:30:00,70.0755
26,2020-01-06 10:45:00,70.0302
26,2020-01-06 11:00:00,70.0121
26,2020-01-06 11:15:00,70.0048
26,2020-01-06 11:30:00,70.0019
26,2020-01-06 11:45:00,70.0008
26,2020-01-06 12:00:00,70.0003
26,2020-01-06 12:15:00,70.0001
26,2020-01-06 12:30:00,70
26,2020-01-06 12:45:00,70
26,2020-01-06 13:00:00,70
26,2020-01-06 13:15:00,70
26,2020-01-06 13:30:00,70
26,2020-01-06 13:45:00,70
26,2020-01-06 14:00:00,70
26,2020-01-06 14:15:00,70
26,2020-01-06 14:30:00,70
26,2020-01-06 14:45:00,70
26,2020-01-06 15:00:00,70
26,2020-01-06 15:15:00,70
26,2020-01-06 15:30:00,70
26,2020-01-06 15:45:00,70
26,2020-01-06 16:00:00,70
26,2020-01-06 16:15:00,70
26,2020-01-06 16:30:00,70
26,2020-01-06 16:45:00,70
26,2020-01-06 17:00:00,70
26,2020-01-06 17:15:00,70
26,2020-01-06 17:30:00,70
26,2020-01-06 17:45:00,70
26,2020-01-06 18:00:00,70
26,2020-01-06 18:15:00,70
26,2020-01-06 18:30:00,70
26,2020-01-06 18:45:00,70
26,2020-01-06 19:00:00,70
26,2020-01-06 19:15:00,70
26,2020-01-06 19:30:00,70
26,2020-01-06 19:45:00,70
26,2020-01-06 20:00:00,70
26,2020-01-06 20:15:00,70
26,2020-01-06 20:30:00,70
26,2020-01-06 20:45:00,70
26,2020-01-06 21:00:00,70
26,2020-01-06 21:15:00,70
26,2020-01-06 21:30:00,70
26,2020-01-06 21:45:00,70
26,2020-01-06 22:00:00,70
26,2020-01-06 22:15:00,70
26,2020-01-06 22:30:00,70
26,2020-01-06 22:45:00,70
26,2020-01-06 23:00:00,70
26,2020-01-06 23:15:00,70
26,2020-01-06 23:30:00,70
26,2020-01-06 23:45:00,70
27,2020-01-06 00:00:00,70
27,2020-01-06 00:15:00,70
27,2020-01-06 00:30:00,70
27,2020-01-06 00:45:00,70
27,2020-01-06 01:00:00,70
27,2020-01-06 01:15:00,70
27,2020-01-06 01:30:00,70
27,2020-01-06 01:45:00,70
27,2020-01-06 02:00:00,70
27,2020-01-06 02:15:00,70
27,2020-01-06 02:30:00,70
27,2020-01-06 02:45:00,70
27,2020-01-06 03:00:00,70
27,2020-01-06 03:15:00,70
27,2020-01-06 03:30:00,70
27,2020-01-06 03:45:00,70
27,2020-01-06 04:00:00,70
27,2020-01-06 04:15:00,70
27,2020-01-06 04:30:00,70
27,2020-01-06 04:45:00,70
27,2020-01-06 05:00:00,70
27,2020-01-06 05:15:00,70
27,2020-01-06 05:30:00,70
27,2020-01-06 05:45:00,70
27,2020-01-06 06:00:00,70
27,2020-01-06 06:15:00,70
27,2020-01-06 06:30:00,70
27,2020-01-06 06:45:00,70
27,2020-01-06 07:00:00,70
27,2020-01-06 07:15:00,70
27,2020-01-06 07:30:00,70
27,2020-01-06 07:45:00,70.15
27,2020-01-06 08:00:00,71.11
27,2020-01-06 08:15:00,74.644
27,2020-01-06 08:30:00,76.0576
27,2020-01-06 08:45:00,75.723
27,2020-01-06 09:00:00,72.4392
27,2020-01-06 09:15:00,71.1257
27,2020-01-06 09:30:00,70.6003
27,2020-01-06 09:45:00,70.3901
27,2020-01-06 10:00:00,70.156
27,2020-01-06 10:15:00,70.5124
27,2020-01-06 10:30:00,70.655
27,2020-01-06 10:45:00,70.412
27,2020-01-06 11:00:00,70.1648
27,2020-01-06 11:15:00,70.0659
27,2020-01-06 11:30:00,70.0264
27,2020-01-06 11:45:00,70.0105
27,2020-01-06 12:00:00,70.0042
27,2020-01-06 12:15:00,70.0017
27,2020-01-06 12:30:00,70.0007
27,2020-01-06 12:45:00,70.0003
27,2020-01-06 13:00:00,70.0001
27,2020-01-06 13:15:00,70
27,2020-01-06 13:30:00,70
27,2020-01-06 13:45:00,70
27,2020-01-06 14:00:00,70
27,2020-01-06 14:15:00,70
27,2020-01-06 14:30:00,70
27,2020-01-06 14:45:00,70
27,2020-01-06 15:00:00,70
27,2020-01-06 15:15:00,70
27,2020-01-06 15:30:00,70
27,2020-01-06 15:45:00,70
27,2020-01-06 16:00:00,70
27,2020-01-06 16:15:00,70
27,2020-01-06 16:30:00,70
27,2020-01-06 16:45:00,70
27,2020-01-06 17:00:00,70
27,2020-01-06 17:15:00,70
27,2020-01-06 17:30:00,70
27,2020-01-06 17:45:00,70
27,2020-01-06 18:00:00,70
27,2020-01-06 18:15:00,70
27,2020-01-06 18:30:00,70
27,2020-01-06 18:45:00,70
27,2020-01-06 19:00:00,70
27,2020-01-06 19:15:00,70
27,2020-01-06 19:30:00,70
27,2020-01-06 19:45:00,70
27,2020-01-06 20:00:00,70
27,2020-01-06 20:15:00,70
27,2020-01-06 20:30:00,70
27,2020-01-06 20:45:00,70
27,2020-01-06 21:00:00,70
27,2020-01-06 21:15:00,70
27,2020-01-06 21:30:00,70
27,2020-01-06 21:45:00,70
27,2020-01-06 22:00:00,70
27,2020-01-06 22:15:00,70
27,2020-01-06 22:30:00,70
27,2020-01-06 22:45:00,70
27,2020-01-06 23:00:00,70
27,2020-01-06 23:15:00,70
27,2020-01-06 23:30:00,70
27,2020-01-06 23:45:00,70
28,2020-01-06 00:00:00,70
28,2020-01-06 00:15:00,70
28,2020-01-06 00:30:00,70
28,2020-01-06 00:45:00,70
28,2020-01-06 01:00:00,70
28,2020-01-06 01:15:00,70
28,2020-01-06 01:30:00,70
28,2020-01-06 01:45:00,70
28,2020-01-06 02:00:00,70
28,2020-01-06 02:15:00,70
28,2020-01-06 02:30:00,70
28,2020-01-06 02:45:00,70
28,2020-01-06 03:00:00,70
28,2020-01-06 03:15:00,70
28,2020-01-06 03:30:00,70
28,2020-01-06 03:45:00,70
28,2020-01-06 04:00:00,70
28,2020-01-06 04:15:00,70
28,2020-01-06 04:30:00,70
28,2020-01-06 04:45:00,70
28,2020-01-06 05:00:00,70
28,2020-01-06 05:15:00,70
28,2020-01-06 05:30:00,70
28,2020-01-06 05:45:00,70
28,2020-01-06 06:00:00,70
28,2020-01-06 06:15:00,70
28,2020-01-06 06:30:00,70
28,2020-01-06 06:45:00,70
28,2020-01-06 07:00:00,70
28,2020-01-06 07:15:00,70
28,2020-01-06 07:30:00,70
28,2020-01-06 07:45:00,70
28,2020-01-06 08:00:00,70.45
28,2020-01-06 08:15:00,73.33
28,2020-01-06 08:30:00,74.632
28,2020-01-06 08:45:00,74.8528
28,2020-01-06 09:00:00,72.2411
28,2020-01-06 09:15:00,74.7964
28,2020-01-06 09:30:00,75.8186
28,2020-01-06 09:45:00,74.2774
28,2020-01-06 10:00:00,71.711
28,2020-01-06 10:15:00,70.9844
28,2020-01-06 10:30:00,70.6938
28,2020-01-06 10:45:00,70.7275
28,2020-01-06 11:00:00,70.441
28,2020-01-06 11:15:00,70.3264
28,2020-01-06 11:30:00,70.2806
28,2020-01-06 11:45:00,70.2622
28,2020-01-06 12:00:00,70.2549
28,2020-01-06 12:15:00,70.252
28,2020-01-06 12:30:00,70.1008
28,2020-01-06 12:45:00,70.0403
28,2020-01-06 13:00:00,70.0161
28,2020-01-06 13:15:00,70.0065
28,2020-01-06 13:30:00,70.0026
28,2020-01-06 13:45:00,70.001
28,2020-01-06 14:00:00,70.0004
28,2020-01-06 14:15:00,70.0002
28,2020-01-06 14:30:00,70.0001
28,2020-01-06 14:45:00,70
28,2020-01-06 15:00:00,70
28,2020-01-06 15:15:00,70
28,2020-01-06 15:30:00,70
28,2020-01-06 15:45:00,70
28,2020-01-06 16:00:00,70
28,2020-01-06 16:15:00,70
28,2020-01-06 16:30:00,70
28,2020-01-06 16:45:00,70
28,2020-01-06 17:00:00,70
28,2020-01-06 17:15:00,70
28,2020-01-06 17:30:00,70
28,2020-01-06 17:45:00,70
28,2020-01-06 18:00:00,70
28,2020-01-06 18:15:00,70
28,2020-01-06 18:30:00,70
28,2020-01-06 18:45:00,70
28,2020-01-06 19:00:00,70
28,2020-01-06 19:15:00,70
28,2020-01-06 19:30:00,70
28,2020-01-06 19:45:00,70
28,2020-01-06 20:00:00,70
28,2020-01-06 20:15:00,70
28,2020-01-06 20:30:00,70
28,2020-01-06 20:45:00,70
28,2020-01-06 21:00:00,70
28,2020-01-06 21:15:00,70
28,2020-01-06 21:30:00,70
28,2020-01-06 21:45:00,70
28,2020-01-06 22:00:00,70
28,2020-01-06 22:15:00,70
28,2020-01-06 22:30:00,70
28,2020-01-06 22:45:00,70
28,2020-01-06 23:00:00,70
28,2020-01-06 23:15:00,70
28,2020-01-06 23:30:00,70
28,2020-01-06 23:45:00,70
29,2020-01-06 00:00:00,70
29,2020-01-06 00:15:00,70
29,2020-01-06 00:30:00,70
29,2020-01-06 00:45:00,70
29,2020-01-06 01:00:00,70
29,2020-01-06 01:15:00,70
29,2020-01-06 01:30:00,70
29,2020-01-06 01:45:00,70
29,2020-01-06 02:00:00,70
29,2020-01-06 02:15:00,70
