wifi_ap,cnx_time,client_id
5,2017-01-02 12:58:02,81
9,2017-01-07 01:12:56,45
10,2017-01-07 09:22:04,69
6,2017-01-02 14:33:43,77
3,2017-01-06 22:31:36,10
10,2017-01-03 19:17:31,15
2,2017-01-02 19:19:30,65
2,2017-01-02 03:49:11,76
1,2017-01-07 08:46:24,38
8,2017-01-03 13:31:26,87
3,2017-01-06 20:43:56,32
7,2017-01-04 01:09:05,37
3,2017-01-06 23:52:04,27
9,2017-01-01 23:20:33,36
4,2017-01-01 07:47:51,86
5,2017-01-02 23:29:33,10
9,2017-01-01 05:57:24,48
1,2017-01-03 08:31:55,68
7,2017-01-04 02:42:05,39
10,2017-01-07 08:28:26,80
5,2017-01-05 13:26:52,25
10,2017-01-06 12:23:16,73
1,2017-01-05 08:29:28,46
2,2017-01-03 21:38:48,49
1,2017-01-04 03:31:41,43
10,2017-01-05 12:04:06,67
7,2017-01-01 09:05:36,6
3,2017-01-02 21:03:48,9
3,2017-01-03 06:29:50,49
6,2017-01-01 06:21:47,75
1,2017-01-06 07:36:41,32
8,2017-01-02 01:03:43,19
7,2017-01-03 03:32:46,34
8,2017-01-04 13:20:13,19
6,2017-01-06 04:40:13,85
3,2017-01-07 19:00:06,14
8,2017-01-06 11:38:28,27
4,2017-01-02 06:33:22,19
10,2017-01-04 08:51:28,81
4,2017-01-04 04:28:30,38
9,2017-01-06 19:56:35,62
9,2017-01-02 14:01:02,79
10,2017-01-07 00:02:01,32
9,2017-01-03 07:54:42,100
5,2017-01-04 06:29:16,16
4,2017-01-03 13:56:27,93
1,2017-01-07 07:56:00,30
8,2017-01-02 18:33:21,93
7,2017-01-05 12:57:47,57
1,2017-01-05 19:51:33,69
4,2017-01-03 22:52:43,98
8,2017-01-01 01:17:38,85
2,2017-01-01 09:22:01,3
3,2017-01-01 06:12:26,68
3,2017-01-01 07:43:55,82
8,2017-01-05 07:52:36,98
1,2017-01-02 11:06:32,35
8,2017-01-03 10:48:40,51
7,2017-01-07 14:51:26,64
6,2017-01-07 10:08:48,16
3,2017-01-01 23:56:25,41
1,2017-01-01 02:43:08,47
10,2017-01-07 03:54:50,60
3,2017-01-01 16:06:14,32
9,2017-01-02 20:43:43,63
2,2017-01-01 09:57:59,6
10,2017-01-07 14:21:37,20
6,2017-01-05 07:01:02,8
5,2017-01-03 09:11:17,99
3,2017-01-06 22:39:19,100
7,2017-01-06 15:45:19,5
4,2017-01-02 20:16:04,48
8,2017-01-05 20:45:52,53
6,2017-01-07 20:45:14,46
10,2017-01-01 19:00:40,32
3,2017-01-03 02:53:56,8
4,2017-01-02 20:35:00,28
4,2017-01-03 00:58:23,60
5,2017-01-04 15:14:08,50
9,2017-01-01 14:23:12,73
5,2017-01-01 03:09:39,40
8,2017-01-02 02:32:26,82
8,2017-01-03 07:05:41,68
8,2017-01-01 23:57:30,70
6,2017-01-05 14:33:23,39
5,2017-01-06 07:46:53,88
5,2017-01-04 16:05:11,47
3,2017-01-01 23:08:03,73
7,2017-01-05 09:02:18,53
8,2017-01-05 07:47:03,93
5,2017-01-02 05:38:30,36
10,2017-01-05 07:10:09,64
5,2017-01-07 04:23:55,28
9,2017-01-06 20:34:13,76
5,2017-01-05 14:00:25,32
7,2017-01-03 12:59:02,96
1,2017-01-07 18:43:46,83
6,2017-01-02 01:45:27,42
8,2017-01-07 10:51:20,58
1,2017-01-06 17:28:20,73
8,2017-01-05 09:26:42,12
9,2017-01-02 06:42:53,90
10,2017-01-05 10:00:06,6
1,2017-01-02 06:43:54,23
10,2017-01-07 12:07:17,72
5,2017-01-02 10:48:03,9
8,2017-01-07 20:05:44,81
1,2017-01-04 17:38:03,13
2,2017-01-03 23:25:06,57
8,2017-01-04 13:07:07,16
6,2017-01-03 07:40:01,77
8,2017-01-04 11:25:13,74
5,2017-01-06 15:05:34,81
2,2017-01-01 00:31:21,33
2,2017-01-04 03:16:21,91
7,2017-01-05 19:07:46,62
2,2017-01-05 09:24:54,28
4,2017-01-03 00:23:02,34
10,2017-01-02 03:27:14,57
9,2017-01-02 16:39:18,30
1,2017-01-06 07:45:20,91
7,2017-01-07 21:50:29,39
9,2017-01-01 06:06:37,29
9,2017-01-03 06:58:05,97
5,2017-01-02 00:29:17,57
2,2017-01-04 18:10:57,9
10,2017-01-05 09:17:57,90
5,2017-01-05 09:36:27,76
3,2017-01-02 21:20:08,18
5,2017-01-01 23:05:28,71
8,2017-01-06 20:48:20,51
9,2017-01-01 20:47:17,45
6,2017-01-04 13:01:17,43
7,2017-01-04 05:35:04,67
9,2017-01-03 02:04:05,45
4,2017-01-07 12:38:36,59
10,2017-01-01 23:27:32,99
2,2017-01-03 23:03:56,90
1,2017-01-02 02:43:39,62
9,2017-01-03 21:18:24,51
10,2017-01-05 13:49:48,83
9,2017-01-02 15:47:32,94
2,2017-01-07 21:28:45,57
8,2017-01-05 03:03:01,96
5,2017-01-05 22:36:30,8
5,2017-01-01 08:01:18,82
8,2017-01-06 02:18:36,51
8,2017-01-05 16:16:06,72
6,2017-01-06 13:04:49,91
8,2017-01-02 23:53:07,48
1,2017-01-05 14:33:45,32
4,2017-01-06 03:16:02,17
7,2017-01-01 13:01:47,93
6,2017-01-02 05:57:02,83
8,2017-01-04 02:47:50,38
7,2017-01-02 07:24:57,92
10,2017-01-03 07:37:17,34
1,2017-01-06 10:15:04,77
7,2017-01-01 13:07:59,80
10,2017-01-04 12:47:10,7
5,2017-01-04 06:47:17,30
5,2017-01-03 02:53:10,34
10,2017-01-07 04:02:52,38
2,2017-01-01 05:47:08,44
8,2017-01-03 03:31:31,58
6,2017-01-07 17:03:36,7
10,2017-01-06 14:33:27,7
2,2017-01-03 09:13:10,67
5,2017-01-07 03:12:22,39
6,2017-01-05 03:51:48,98
6,2017-01-04 19:51:20,75
9,2017-01-01 19:02:21,81
1,2017-01-03 13:01:03,13
6,2017-01-01 13:45:33,61
3,2017-01-02 11:49:19,64
8,2017-01-03 17:59:59,21
8,2017-01-03 12:19:32,88
7,2017-01-02 03:38:11,30
7,2017-01-07 00:49:38,60
4,2017-01-03 04:03:53,14
9,2017-01-05 09:06:56,64
3,2017-01-02 15:36:47,78
2,2017-01-01 08:29:02,77
6,2017-01-04 04:01:30,56
3,2017-01-01 09:55:12,65
9,2017-01-04 03:10:53,4
4,2017-01-07 02:03:26,67
3,2017-01-03 22:31:42,36
5,2017-01-04 12:41:44,61
1,2017-01-06 13:52:28,28
5,2017-01-03 17:57:44,47
3,2017-01-07 08:37:18,60
8,2017-01-01 01:43:26,92
8,2017-01-03 04:23:56,64
1,2017-01-03 05:05:08,3
6,2017-01-03 13:01:11,7
6,2017-01-03 14:20:33,74
1,2017-01-01 17:16:11,100
9,2017-01-03 11:53:41,52
8,2017-01-07 23:03:28,2
1,2017-01-05 20:24:37,33
8,2017-01-06 00:25:27,89
10,2017-01-01 04:59:28,6
10,2017-01-02 13:26:02,89
5,2017-01-05 00:09:05,33
10,2017-01-01 19:02:05,52
5,2017-01-03 06:18:52,23
2,2017-01-04 16:04:37,83
5,2017-01-05 18:56:25,36
1,2017-01-06 03:01:09,64
6,2017-01-07 10:20:23,1
8,2017-01-07 10:15:02,71
1,2017-01-03 09:54:16,31
3,2017-01-06 23:24:59,41
10,2017-01-06 10:46:47,64
3,2017-01-06 16:38:34,75
9,2017-01-06 12:37:46,96
9,2017-01-03 00:08:10,92
3,2017-01-02 11:36:14,98
5,2017-01-05 19:05:17,39
3,2017-01-01 06:41:50,55
10,2017-01-01 00:25:03,20
7,2017-01-07 16:16:10,60
2,2017-01-07 12:43:30,97
3,2017-01-05 08:53:57,56
10,2017-01-07 10:52:31,46
7,2017-01-05 18:30:16,97
7,2017-01-06 08:15:10,9
9,2017-01-07 22:47:55,13
4,2017-01-05 16:12:26,38
1,2017-01-05 14:08:00,73
7,2017-01-03 10:32:30,15
7,2017-01-02 18:50:24,63
4,2017-01-02 16:43:35,2
8,2017-01-02 09:19:31,100
8,2017-01-07 21:44:56,35
8,2017-01-03 19:43:31,86
6,2017-01-03 15:23:30,35
6,2017-01-07 04:32:32,54
9,2017-01-01 03:10:03,33
7,2017-01-05 16:01:39,23
9,2017-01-01 19:09:28,73
6,2017-01-03 12:52:42,50
9,2017-01-07 01:34:19,3
10,2017-01-01 08:53:10,64
7,2017-01-04 06:12:15,17
6,2017-01-04 18:18:52,35
1,2017-01-01 17:02:04,24
6,2017-01-06 10:57:19,73
6,2017-01-01 06:02:24,49
7,2017-01-04 00:27:19,32
1,2017-01-02 18:51:19,55
5,2017-01-05 06:24:34,2
6,2017-01-07 23:59:51,67
7,2017-01-01 04:11:29,90
3,2017-01-01 20:15:39,34
5,2017-01-06 12:35:55,23
10,2017-01-03 06:13:32,45
4,2017-01-06 12:21:58,16
3,2017-01-02 22:18:27,36
7,2017-01-01 04:39:06,64
5,2017-01-01 23:39:43,79
5,2017-01-07 14:52:08,66
4,2017-01-01 20:49:49,61
9,2017-01-02 13:57:45,45
7,2017-01-03 13:23:27,81
9,2017-01-07 18:28:04,82
9,2017-01-05 06:49:01,34
8,2017-01-07 21:29:23,68
9,2017-01-04 13:43:21,90
2,2017-01-01 01:22:46,40
2,2017-01-01 23:45:07,67
3,2017-01-03 10:56:19,2
3,2017-01-01 08:59:36,36
9,2017-01-03 21:52:43,34
3,2017-01-03 00:09:38,10
1,2017-01-04 00:31:23,77
2,2017-01-03 16:16:52,78
8,2017-01-05 17:42:20,60
6,2017-01-05 05:38:07,94
7,2017-01-07 05:30:09,25
1,2017-01-01 20:55:37,50
9,2017-01-03 11:24:30,81
6,2017-01-01 17:47:05,46
7,2017-01-06 21:37:15,97
10,2017-01-02 11:22:30,36
6,2017-01-07 23:08:58,86
10,2017-01-03 22:59:13,68
8,2017-01-02 11:00:59,23
3,2017-01-05 03:18:10,29
9,2017-01-03 09:06:31,75
8,2017-01-05 00:40:33,7
9,2017-01-06 11:10:03,62
6,2017-01-03 14:56:15,86
8,2017-01-05 00:59:09,43
9,2017-01-04 03:38:09,74
10,2017-01-01 09:12:02,5
4,2017-01-07 00:55:13,52
2,2017-01-02 01:22:17,34
2,2017-01-03 19:41:18,45
6,2017-01-06 18:21:26,6
2,2017-01-01 00:00:21,82
7,2017-01-01 07:16:39,13
8,2017-01-03 07:26:33,65
6,2017-01-06 21:00:15,72
7,2017-01-04 11:52:03,28
4,2017-01-05 19:52:47,65
7,2017-01-03 15:21:12,43
3,2017-01-02 12:45:04,74
9,2017-01-07 17:47:41,58
6,2017-01-03 04:02:24,13
9,2017-01-05 09:35:48,84
6,2017-01-04 17:16:35,27
5,2017-01-07 16:08:17,72
5,2017-01-07 22:50:06,62
1,2017-01-07 18:27:44,58
1,2017-01-04 17:42:19,5
7,2017-01-05 07:44:45,8
8,2017-01-01 09:18:59,60
4,2017-01-01 04:41:47,41
8,2017-01-05 09:05:42,98
3,2017-01-05 09:17:43,29
10,2017-01-07 08:44:31,33
10,2017-01-02 06:16:42,32
6,2017-01-05 12:26:01,4
10,2017-01-04 19:24:41,19
3,2017-01-04 11:48:02,97
4,2017-01-03 17:11:39,2
8,2017-01-03 16:07:18,17
9,2017-01-03 23:53:47,90
10,2017-01-01 00:55:54,58
4,2017-01-02 20:08:14,7
5,2017-01-04 15:23:31,65
7,2017-01-02 06:52:34,69
3,2017-01-07 13:14:16,71
1,2017-01-03 09:29:48,18
2,2017-01-06 23:23:08,63
8,2017-01-04 12:04:01,76
6,2017-01-03 11:03:29,73
3,2017-01-03 16:48:44,4
6,2017-01-04 22:37:38,58
10,2017-01-04 07:20:13,78
10,2017-01-06 17:34:13,78
7,2017-01-02 16:11:05,63
7,2017-01-05 19:06:58,61
1,2017-01-06 11:36:38,83
1,2017-01-03 00:23:49,47
9,2017-01-05 09:39:20,59
7,2017-01-05 17:45:55,35
10,2017-01-06 06:09:20,38
9,2017-01-02 13:09:20,8
1,2017-01-04 17:24:30,46
7,2017-01-06 18:15:34,71
4,2017-01-02 10:01:18,92
3,2017-01-04 08:56:12,58
6,2017-01-06 10:00:03,100
3,2017-01-02 14:50:29,15
7,2017-01-01 21:31:58,57
5,2017-01-04 16:10:00,83
10,2017-01-04 01:40:54,10
7,2017-01-05 00:17:24,92
7,2017-01-05 08:03:28,99
8,2017-01-03 18:20:08,91
10,2017-01-07 07:06:44,70
6,2017-01-04 07:09:04,82
9,2017-01-04 07:49:01,84
9,2017-01-07 15:29:01,77
10,2017-01-06 17:06:28,8
6,2017-01-05 23:37:42,96
4,2017-01-05 08:47:50,84
9,2017-01-03 02:30:22,66
8,2017-01-06 05:51:00,45
4,2017-01-03 21:26:31,36
9,2017-01-02 11:50:01,32
2,2017-01-04 05:35:10,60
9,2017-01-05 21:25:01,6
10,2017-01-03 18:20:33,20
10,2017-01-05 11:04:46,24
4,2017-01-04 06:39:20,70
5,2017-01-05 20:17:25,3
7,2017-01-03 20:59:36,24
9,2017-01-01 10:44:32,20
3,2017-01-01 01:15:40,40
8,2017-01-01 05:42:18,60
6,2017-01-02 19:47:11,34
8,2017-01-04 13:24:25,55
2,2017-01-06 11:28:34,22
2,2017-01-03 18:45:55,12
7,2017-01-01 18:01:32,77
4,2017-01-02 04:43:12,61
5,2017-01-03 19:41:20,93
10,2017-01-02 06:28:16,28
5,2017-01-06 15:29:23,52
7,2017-01-06 05:04:39,3
10,2017-01-07 07:30:21,52
10,2017-01-06 09:12:13,96
5,2017-01-04 18:21:46,39
3,2017-01-03 00:27:55,16
3,2017-01-01 07:16:25,66
5,2017-01-01 11:46:04,70
4,2017-01-02 19:23:44,81
8,2017-01-04 04:16:01,26
2,2017-01-06 14:05:34,55
1,2017-01-01 19:50:17,53
7,2017-01-05 16:08:08,77
5,2017-01-03 03:05:06,57
3,2017-01-06 18:42:15,56
7,2017-01-03 09:24:44,35
7,2017-01-07 04:44:25,63
1,2017-01-02 18:12:34,18
5,2017-01-07 13:46:02,24
1,2017-01-04 07:38:55,93
10,2017-01-01 07:51:28,74
5,2017-01-07 04:40:42,31
3,2017-01-01 10:31:25,37
2,2017-01-03 22:17:31,29
8,2017-01-02 00:16:26,11
7,2017-01-05 01:17:09,43
1,2017-01-01 19:51:32,39
5,2017-01-02 05:38:26,23
9,2017-01-04 23:46:47,91
6,2017-01-05 19:10:42,100
2,2017-01-04 06:25:46,98
7,2017-01-03 15:25:38,53
6,2017-01-06 18:31:40,78
5,2017-01-06 04:20:37,47
2,2017-01-04 13:14:41,55
5,2017-01-02 12:34:27,48
4,2017-01-05 08:08:46,70
8,2017-01-01 19:38:55,30
5,2017-01-04 23:45:46,1
8,2017-01-06 09:57:39,17
8,2017-01-01 09:10:34,8
6,2017-01-05 23:49:09,43
7,2017-01-03 12:45:22,2
8,2017-01-06 08:54:57,15
7,2017-01-04 02:27:55,49
8,2017-01-07 13:08:34,31
5,2017-01-02 01:09:24,27
10,2017-01-07 21:53:49,80
10,2017-01-04 16:25:04,46
9,2017-01-03 01:48:52,12
6,2017-01-04 00:24:49,20
6,2017-01-03 08:03:05,73
10,2017-01-03 21:39:39,71
4,2017-01-05 10:42:32,39
7,2017-01-05 23:55:40,64
2,2017-01-04 19:48:22,15
6,2017-01-07 01:58:10,52
2,2017-01-06 15:46:34,30
2,2017-01-04 00:07:18,43
6,2017-01-04 17:17:41,26
2,2017-01-03 06:26:34,12
2,2017-01-01 15:49:09,76
5,2017-01-07 22:26:57,70
8,2017-01-06 02:25:25,12
8,2017-01-04 00:12:08,95
9,2017-01-05 07:04:31,30
10,2017-01-05 02:24:59,26
4,2017-01-02 06:51:47,40
2,2017-01-03 13:24:49,88
7,2017-01-01 14:50:57,96
4,2017-01-02 18:59:11,16
4,2017-01-03 11:05:12,68
6,2017-01-05 22:43:23,70
6,2017-01-04 22:51:53,96
2,2017-01-03 07:40:13,73
3,2017-01-01 09:08:15,11
7,2017-01-01 04:40:57,22
1,2017-01-04 01:41:20,21
8,2017-01-01 07:22:00,22
1,2017-01-06 12:52:50,38
9,2017-01-02 09:28:56,63
5,2017-01-01 09:59:36,82
2,2017-01-07 15:29:08,2
8,2017-01-05 17:05:57,44
2,2017-01-02 08:05:00,55
7,2017-01-03 21:22:47,29
5,2017-01-02 20:34:11,69
4,2017-01-04 07:36:33,30
1,2017-01-06 17:04:17,7
4,2017-01-03 04:39:28,75
3,2017-01-06 23:41:24,73
7,2017-01-06 09:17:50,7
4,2017-01-05 17:11:51,43
4,2017-01-07 23:43:46,5
9,2017-01-03 19:53:03,19
5,2017-01-04 13:36:46,55
8,2017-01-06 19:36:13,15
7,2017-01-05 02:25:50,44
7,2017-01-01 05:40:18,94
4,2017-01-06 18:39:00,74
2,2017-01-02 10:08:18,38
2,2017-01-05 21:37:22,49
10,2017-01-01 14:09:43,7
5,2017-01-04 08:32:25,3
9,2017-01-01 07:22:10,54
4,2017-01-05 23:45:02,89
6,2017-01-06 09:26:17,49
3,2017-01-05 01:59:38,76
1,2017-01-07 02:30:33,15
2,2017-01-07 01:38:30,6
3,2017-01-04 06:55:49,12
3,2017-01-06 22:24:38,68
3,2017-01-05 05:00:16,13
5,2017-01-02 18:41:48,50
7,2017-01-07 18:27:55,56
8,2017-01-03 19:52:32,45
9,2017-01-04 03:38:12,33
2,2017-01-04 14:30:57,5
3,2017-01-06 10:36:31,4
1,2017-01-02 09:34:31,20
5,2017-01-07 21:37:17,64
5,2017-01-02 19:12:30,87
6,2017-01-01 20:02:14,73
8,2017-01-02 04:36:36,69
9,2017-01-02 19:16:35,65
4,2017-01-03 14:53:15,44
6,2017-01-05 10:42:29,24
2,2017-01-01 00:42:06,20
8,2017-01-01 18:57:31,27
3,2017-01-05 18:34:35,25
10,2017-01-07 14:15:05,71
4,2017-01-05 09:09:28,39
5,2017-01-06 01:44:27,54
3,2017-01-02 19:42:58,88
1,2017-01-06 17:28:32,4
3,2017-01-03 20:33:33,54
9,2017-01-02 14:35:33,67
2,2017-01-03 19:09:45,87
4,2017-01-02 03:17:22,47
8,2017-01-07 16:38:46,39
9,2017-01-06 06:08:10,26
5,2017-01-04 08:06:38,78
8,2017-01-02 03:29:43,41
7,2017-01-01 21:04:40,25
8,2017-01-06 17:36:06,27
9,2017-01-06 14:14:54,79
2,2017-01-06 06:24:52,96
5,2017-01-02 10:54:14,13
2,2017-01-04 14:45:08,60
1,2017-01-06 08:34:36,45
1,2017-01-02 19:54:27,94
4,2017-01-02 10:01:56,78
9,2017-01-01 03:39:45,99
6,2017-01-02 15:04:53,27
4,2017-01-02 04:21:49,74
4,2017-01-07 05:59:52,50
9,2017-01-05 12:46:14,23
5,2017-01-03 06:41:54,27
2,2017-01-04 06:18:19,42
5,2017-01-01 22:16:09,6
4,2017-01-01 17:14:19,35
6,2017-01-01 08:59:42,74
3,2017-01-03 20:03:23,44
3,2017-01-07 14:29:36,4
9,2017-01-03 13:37:59,86
2,2017-01-03 03:48:12,100
2,2017-01-02 10:32:37,16
1,2017-01-04 07:31:29,65
10,2017-01-01 18:18:00,3
3,2017-01-04 03:08:35,48
1,2017-01-06 05:45:01,10
3,2017-01-05 01:06:22,9
10,2017-01-06 08:47:53,40
2,2017-01-04 00:03:46,72
1,2017-01-01 23:51:52,49
8,2017-01-05 06:56:01,33
2,2017-01-02 22:27:46,100
6,2017-01-06 08:39:33,92
10,2017-01-02 05:31:44,20
8,2017-01-04 11:28:11,97
9,2017-01-01 06:53:56,31
1,2017-01-06 06:06:28,24
3,2017-01-07 07:19:01,97
10,2017-01-03 11:54:08,67
10,2017-01-04 05:13:33,62
2,2017-01-05 19:40:35,37
4,2017-01-02 18:01:15,44
2,2017-01-07 03:56:09,99
3,2017-01-06 09:42:32,34
5,2017-01-07 06:32:01,86
2,2017-01-02 11:02:44,52
8,2017-01-01 08:30:04,98
7,2017-01-04 06:42:04,4
4,2017-01-02 00:02:55,83
4,2017-01-02 20:47:06,99
2,2017-01-05 11:46:09,82
8,2017-01-03 06:44:17,42
3,2017-01-02 15:59:00,53
4,2017-01-04 09:13:36,92
1,2017-01-03 10:21:36,59
2,2017-01-06 15:10:29,92
6,2017-01-03 21:42:35,1
3,2017-01-02 19:17:26,22
2,2017-01-02 18:34:29,99
7,2017-01-05 08:41:54,13
9,2017-01-03 11:41:02,24
10,2017-01-04 14:46:42,29
1,2017-01-06 03:48:45,9
2,2017-01-05 17:07:43,49
10,2017-01-02 06:12:50,82
8,2017-01-05 02:18:53,92
7,2017-01-07 18:18:34,81
4,2017-01-07 04:20:57,76
10,2017-01-04 14:52:30,17
9,2017-01-02 12:45:09,66
6,2017-01-05 18:34:10,43
2,2017-01-02 21:06:32,82
3,2017-01-07 20:54:34,34
10,2017-01-05 10:15:27,24
1,2017-01-04 06:36:44,81
7,2017-01-07 00:13:33,73
1,2017-01-01 17:21:08,79
2,2017-01-07 03:11:56,54
3,2017-01-01 23:31:22,59
10,2017-01-04 14:02:23,63
10,2017-01-04 11:43:22,99
3,2017-01-05 20:29:36,98
5,2017-01-05 12:31:29,26
9,2017-01-04 05:50:21,11
5,2017-01-03 01:32:35,76
5,2017-01-02 01:58:23,33
10,2017-01-02 10:55:20,35
10,2017-01-03 03:31:41,65
9,2017-01-04 16:30:33,16
10,2017-01-02 14:09:24,66
9,2017-01-01 19:56:31,44
8,2017-01-06 16:46:25,73
1,2017-01-07 20:53:02,90
6,2017-01-02 00:42:50,39
9,2017-01-02 04:47:29,28
3,2017-01-02 02:38:05,7
1,2017-01-01 11:28:31,84
1,2017-01-07 14:04:40,75
10,2017-01-06 10:25:58,28
8,2017-01-05 16:10:22,7
4,2017-01-02 02:57:16,83
7,2017-01-02 19:29:34,29
1,2017-01-04 04:00:43,21
10,2017-01-06 15:50:54,84
8,2017-01-03 03:07:46,63
1,2017-01-05 11:54:08,90
9,2017-01-06 03:01:49,27
2,2017-01-04 03:52:36,53
7,2017-01-07 20:34:24,24
6,2017-01-03 09:42:17,62
2,2017-01-03 23:45:34,67
9,2017-01-07 15:37:42,9
5,2017-01-02 11:35:22,45
9,2017-01-05 09:11:14,74
7,2017-01-03 03:57:45,68
5,2017-01-04 12:52:36,64
7,2017-01-06 09:16:34,32
4,2017-01-06 17:41:26,34
9,2017-01-03 08:27:20,75
2,2017-01-04 07:58:17,3
9,2017-01-02 15:22:08,10
1,2017-01-02 08:36:41,43
6,2017-01-04 14:59:24,9
1,2017-01-01 04:50:50,38
1,2017-01-01 06:58:20,27
7,2017-01-02 18:16:21,32
