PersonID,EventID,SpaceID,StartDateTime,EndDateTime
139,168,15,2018-02-12 17:31:18,2018-02-12 17:31:58
139,168,123,2018-02-12 17:31:58,2018-02-12 18:13:19
139,-1,123,2018-02-12 18:13:19,2018-02-12 18:13:55
139,-1,15,2018-02-12 18:13:55,2018-02-12 18:14:30
139,-1,14,2018-02-12 18:14:30,2018-02-12 18:14:42
139,-1,2,2018-02-12 18:14:42,2018-02-12 18:15:32
139,-1,1,2018-02-12 18:15:32,2018-02-12 18:15:43
139,-1,0,2018-02-12 18:15:43,2018-02-12 23:59:59
193,-1,0,2018-02-12 00:00:00,2018-02-12 13:28:29
193,302,0,2018-02-12 13:28:29,2018-02-12 13:28:47
193,302,10,2018-02-12 13:28:47,2018-02-12 13:29:02
193,302,151,2018-02-12 13:29:02,2018-02-12 13:29:41
193,302,152,2018-02-12 13:29:41,2018-02-12 15:59:35
193,472,152,2018-02-12 15:59:35,2018-02-12 16:00:25
193,472,151,2018-02-12 16:00:25,2018-02-12 16:00:41
193,472,10,2018-02-12 16:00:41,2018-02-12 16:01:06
193,472,0,2018-02-12 16:01:06,2018-02-12 16:01:16
193,472,1,2018-02-12 16:01:16,2018-02-12 16:02:14
193,472,2,2018-02-12 16:02:14,2018-02-12 16:02:29
193,472,14,2018-02-12 16:02:29,2018-02-12 16:02:43
193,472,153,2018-02-12 16:02:43,2018-02-12 15:50:40
193,315,153,2018-02-12 15:50:40,2018-02-12 15:51:00
193,315,14,2018-02-12 15:51:00,2018-02-12 15:51:13
193,315,2,2018-02-12 15:51:13,2018-02-12 15:51:56
193,315,1,2018-02-12 15:51:56,2018-02-12 15:52:04
193,315,0,2018-02-12 15:52:04,2018-02-12 15:52:26
193,315,10,2018-02-12 15:52:26,2018-02-12 15:52:46
193,315,151,2018-02-12 15:52:46,2018-02-12 15:53:29
193,315,152,2018-02-12 15:53:29,2018-02-12 17:00:05
193,56,152,2018-02-12 17:00:05,2018-02-12 17:00:56
193,56,151,2018-02-12 17:00:56,2018-02-12 17:01:12
193,56,10,2018-02-12 17:01:12,2018-02-12 17:02:13
193,56,11,2018-02-12 17:02:13,2018-02-12 17:02:28
193,56,191,2018-02-12 17:02:28,2018-02-12 17:43:44
193,289,191,2018-02-12 17:43:44,2018-02-12 17:44:02
193,289,11,2018-02-12 17:44:02,2018-02-12 17:44:29
193,289,10,2018-02-12 17:44:29,2018-02-12 17:44:44
193,289,0,2018-02-12 17:44:44,2018-02-12 17:44:54
193,289,1,2018-02-12 17:44:54,2018-02-12 17:45:51
193,289,2,2018-02-12 17:45:51,2018-02-12 17:46:02
193,289,14,2018-02-12 17:46:02,2018-02-12 17:46:43
193,289,15,2018-02-12 17:46:43,2018-02-12 17:47:23
193,289,123,2018-02-12 17:47:23,2018-02-12 18:28:33
193,-1,123,2018-02-12 18:28:33,2018-02-12 18:29:09
193,-1,15,2018-02-12 18:29:09,2018-02-12 18:29:44
193,-1,14,2018-02-12 18:29:44,2018-02-12 18:29:56
193,-1,2,2018-02-12 18:29:56,2018-02-12 18:30:46
193,-1,1,2018-02-12 18:30:46,2018-02-12 18:30:57
193,-1,0,2018-02-12 18:30:57,2018-02-12 23:59:59
173,-1,0,2018-02-12 00:00:00,2018-02-12 13:18:03
173,432,0,2018-02-12 13:18:03,2018-02-12 13:18:13
173,432,1,2018-02-12 13:18:13,2018-02-12 13:18:59
173,432,2,2018-02-12 13:18:59,2018-02-12 13:19:13
173,432,14,2018-02-12 13:19:13,2018-02-12 13:19:43
173,432,125,2018-02-12 13:19:43,2018-02-12 15:39:47
173,402,125,2018-02-12 15:39:47,2018-02-12 15:40:10
173,402,14,2018-02-12 15:40:10,2018-02-12 15:40:22
173,402,2,2018-02-12 15:40:22,2018-02-12 15:41:20
173,402,1,2018-02-12 15:41:20,2018-02-12 15:41:30
173,402,0,2018-02-12 15:41:30,2018-02-12 15:41:47
173,402,10,2018-02-12 15:41:47,2018-02-12 15:42:01
173,402,151,2018-02-12 15:42:01,2018-02-12 15:42:42
173,402,152,2018-02-12 15:42:42,2018-02-12 16:22:24
173,276,152,2018-02-12 16:22:24,2018-02-12 16:23:14
173,276,151,2018-02-12 16:23:14,2018-02-12 16:23:33
173,276,10,2018-02-12 16:23:33,2018-02-12 16:24:01
173,276,0,2018-02-12 16:24:01,2018-02-12 16:24:14
173,276,1,2018-02-12 16:24:14,2018-02-12 16:24:46
173,276,2,2018-02-12 16:24:46,2018-02-12 16:25:05
173,276,14,2018-02-12 16:25:05,2018-02-12 16:25:24
173,276,153,2018-02-12 16:25:24,2018-02-12 16:26:05
173,276,154,2018-02-12 16:26:05,2018-02-12 16:26:46
173,276,17,2018-02-12 16:26:46,2018-02-12 16:27:09
173,276,121,2018-02-12 16:27:09,2018-02-12 17:18:09
173,81,121,2018-02-12 17:18:09,2018-02-12 18:02:09
173,-1,121,2018-02-12 18:02:09,2018-02-12 18:02:40
173,-1,17,2018-02-12 18:02:40,2018-02-12 18:03:23
173,-1,154,2018-02-12 18:03:23,2018-02-12 18:03:59
173,-1,153,2018-02-12 18:03:59,2018-02-12 18:04:18
173,-1,14,2018-02-12 18:04:18,2018-02-12 18:04:32
173,-1,2,2018-02-12 18:04:32,2018-02-12 18:05:12
173,-1,1,2018-02-12 18:05:12,2018-02-12 18:05:22
173,-1,0,2018-02-12 18:05:22,2018-02-12 23:59:59
49,-1,0,2018-02-12 00:00:00,2018-02-12 11:45:39
49,328,0,2018-02-12 11:45:39,2018-02-12 11:45:52
49,328,1,2018-02-12 11:45:52,2018-02-12 11:46:45
49,328,2,2018-02-12 11:46:45,2018-02-12 11:46:54
49,328,14,2018-02-12 11:46:54,2018-02-12 11:47:19
49,328,153,2018-02-12 11:47:19,2018-02-12 14:26:31
49,340,153,2018-02-12 14:26:31,2018-02-12 16:52:48
49,439,153,2018-02-12 16:52:48,2018-02-12 16:53:10
49,439,14,2018-02-12 16:53:10,2018-02-12 16:53:25
49,439,2,2018-02-12 16:53:25,2018-02-12 16:54:20
49,439,1,2018-02-12 16:54:20,2018-02-12 16:54:28
49,439,0,2018-02-12 16:54:28,2018-02-12 16:54:38
49,439,10,2018-02-12 16:54:38,2018-02-12 16:55:14
49,439,11,2018-02-12 16:55:14,2018-02-12 16:55:55
49,439,103,2018-02-12 16:55:55,2018-02-12 17:44:25
49,119,103,2018-02-12 17:44:25,2018-02-12 18:27:55
49,-1,103,2018-02-12 18:27:55,2018-02-12 18:28:36
49,-1,11,2018-02-12 18:28:36,2018-02-12 18:29:17
49,-1,10,2018-02-12 18:29:17,2018-02-12 18:29:39
49,-1,0,2018-02-12 18:29:39,2018-02-12 23:59:59
39,-1,0,2018-02-12 00:00:00,2018-02-12 12:18:24
39,145,0,2018-02-12 12:18:24,2018-02-12 12:18:37
39,145,1,2018-02-12 12:18:37,2018-02-12 12:19:30
39,145,2,2018-02-12 12:19:30,2018-02-12 12:19:39
39,145,14,2018-02-12 12:19:39,2018-02-12 12:20:04
39,145,153,2018-02-12 12:20:04,2018-02-12 14:32:59
39,224,153,2018-02-12 14:32:59,2018-02-12 14:33:25
39,224,14,2018-02-12 14:33:25,2018-02-12 14:33:41
39,224,2,2018-02-12 14:33:41,2018-02-12 14:34:24
39,224,1,2018-02-12 14:34:24,2018-02-12 14:34:33
39,224,0,2018-02-12 14:34:33,2018-02-12 14:34:47
39,224,10,2018-02-12 14:34:47,2018-02-12 14:35:02
39,224,151,2018-02-12 14:35:02,2018-02-12 15:33:59
39,336,151,2018-02-12 15:33:59,2018-02-12 15:34:15
39,336,10,2018-02-12 15:34:15,2018-02-12 15:34:35
39,336,0,2018-02-12 15:34:35,2018-02-12 15:34:45
39,336,1,2018-02-12 15:34:45,2018-02-12 15:35:36
39,336,2,2018-02-12 15:35:36,2018-02-12 15:35:49
39,336,14,2018-02-12 15:35:49,2018-02-12 15:36:16
39,336,153,2018-02-12 15:36:16,2018-02-12 15:37:03
39,336,154,2018-02-12 15:37:03,2018-02-12 16:49:52
39,370,154,2018-02-12 16:49:52,2018-02-12 16:50:32
39,370,17,2018-02-12 16:50:32,2018-02-12 16:51:00
39,370,16,2018-02-12 16:51:00,2018-02-12 16:51:21
39,370,15,2018-02-12 16:51:21,2018-02-12 16:52:02
39,370,123,2018-02-12 16:52:02,2018-02-12 17:41:47
39,484,123,2018-02-12 17:41:47,2018-02-12 17:42:20
39,484,15,2018-02-12 17:42:20,2018-02-12 17:43:19
39,484,14,2018-02-12 17:43:19,2018-02-12 17:43:34
39,484,2,2018-02-12 17:43:34,2018-02-12 17:44:32
39,484,1,2018-02-12 17:44:32,2018-02-12 17:44:41
39,484,0,2018-02-12 17:44:41,2018-02-12 17:44:58
39,484,10,2018-02-12 17:44:58,2018-02-12 17:45:29
39,484,11,2018-02-12 17:45:29,2018-02-12 17:45:44
39,484,191,2018-02-12 17:45:44,2018-02-12 18:19:04
39,-1,191,2018-02-12 18:19:04,2018-02-12 18:19:20
39,-1,11,2018-02-12 18:19:20,2018-02-12 18:19:58
39,-1,10,2018-02-12 18:19:58,2018-02-12 18:20:19
39,-1,0,2018-02-12 18:20:19,2018-02-12 23:59:59
55,-1,0,2018-02-12 00:00:00,2018-02-12 12:46:55
55,413,0,2018-02-12 12:46:55,2018-02-12 12:47:13
55,413,10,2018-02-12 12:47:13,2018-02-12 12:47:28
55,413,151,2018-02-12 12:47:28,2018-02-12 12:48:07
55,413,152,2018-02-12 12:48:07,2018-02-12 16:52:31
55,289,152,2018-02-12 16:52:31,2018-02-12 16:53:15
55,289,151,2018-02-12 16:53:15,2018-02-12 16:53:29
55,289,10,2018-02-12 16:53:29,2018-02-12 16:53:45
55,289,0,2018-02-12 16:53:45,2018-02-12 16:53:52
55,289,1,2018-02-12 16:53:52,2018-02-12 16:54:40
55,289,2,2018-02-12 16:54:40,2018-02-12 16:54:55
55,289,14,2018-02-12 16:54:55,2018-02-12 16:55:43
55,289,15,2018-02-12 16:55:43,2018-02-12 16:56:25
55,289,123,2018-02-12 16:56:25,2018-02-12 17:34:30
55,369,123,2018-02-12 17:34:30,2018-02-12 17:35:03
55,369,15,2018-02-12 17:35:03,2018-02-12 17:36:02
55,369,14,2018-02-12 17:36:02,2018-02-12 17:36:17
55,369,2,2018-02-12 17:36:17,2018-02-12 17:37:15
55,369,1,2018-02-12 17:37:15,2018-02-12 17:37:24
55,369,0,2018-02-12 17:37:24,2018-02-12 17:37:41
55,369,10,2018-02-12 17:37:41,2018-02-12 17:38:12
55,369,11,2018-02-12 17:38:12,2018-02-12 17:38:27
55,369,191,2018-02-12 17:38:27,2018-02-12 18:13:54
55,-1,191,2018-02-12 18:13:54,2018-02-12 18:14:10
55,-1,11,2018-02-12 18:14:10,2018-02-12 18:14:48
55,-1,10,2018-02-12 18:14:48,2018-02-12 18:15:09
55,-1,0,2018-02-12 18:15:09,2018-02-12 23:59:59
75,-1,0,2018-02-12 00:00:00,2018-02-12 13:08:33
75,204,0,2018-02-12 13:08:33,2018-02-12 13:08:53
75,204,10,2018-02-12 13:08:53,2018-02-12 13:09:36
75,204,11,2018-02-12 13:09:36,2018-02-12 13:09:59
75,204,12,2018-02-12 13:09:59,2018-02-12 13:10:23
75,204,102,2018-02-12 13:10:23,2018-02-12 15:45:26
75,154,102,2018-02-12 15:45:26,2018-02-12 15:46:06
75,154,12,2018-02-12 15:46:06,2018-02-12 15:46:36
75,154,11,2018-02-12 15:46:36,2018-02-12 15:47:30
75,154,10,2018-02-12 15:47:30,2018-02-12 15:47:48
75,154,0,2018-02-12 15:47:48,2018-02-12 15:47:54
75,154,1,2018-02-12 15:47:54,2018-02-12 15:48:44
75,154,2,2018-02-12 15:48:44,2018-02-12 15:48:59
75,154,14,2018-02-12 15:48:59,2018-02-12 15:49:19
75,154,153,2018-02-12 15:49:19,2018-02-12 15:49:59
75,154,154,2018-02-12 15:49:59,2018-02-12 15:50:46
75,154,17,2018-02-12 15:50:46,2018-02-12 15:51:13
75,154,121,2018-02-12 15:51:13,2018-02-12 16:02:45
75,32,121,2018-02-12 16:02:45,2018-02-12 16:03:09
75,32,17,2018-02-12 16:03:09,2018-02-12 16:03:50
75,32,154,2018-02-12 16:03:50,2018-02-12 16:04:30
75,32,153,2018-02-12 16:04:30,2018-02-12 16:04:55
75,32,14,2018-02-12 16:04:55,2018-02-12 16:05:10
75,32,2,2018-02-12 16:05:10,2018-02-12 16:06:03
75,32,1,2018-02-12 16:06:03,2018-02-12 16:06:11
75,32,0,2018-02-12 16:06:11,2018-02-12 16:06:28
75,32,10,2018-02-12 16:06:28,2018-02-12 16:06:43
75,32,151,2018-02-12 16:06:43,2018-02-12 16:05:22
75,0,151,2018-02-12 16:05:22,2018-02-12 16:05:39
75,0,10,2018-02-12 16:05:39,2018-02-12 16:05:57
75,0,0,2018-02-12 16:05:57,2018-02-12 16:16:27
75,337,0,2018-02-12 16:16:27,2018-02-12 16:16:37
75,337,1,2018-02-12 16:16:37,2018-02-12 16:17:39
75,337,2,2018-02-12 16:17:39,2018-02-12 16:17:50
75,337,14,2018-02-12 16:17:50,2018-02-12 16:18:37
75,337,15,2018-02-12 16:18:37,2018-02-12 16:18:45
75,337,124,2018-02-12 16:18:45,2018-02-12 16:35:46
75,415,124,2018-02-12 16:35:46,2018-02-12 16:35:57
75,415,15,2018-02-12 16:35:57,2018-02-12 16:36:44
75,415,14,2018-02-12 16:36:44,2018-02-12 16:37:00
75,415,2,2018-02-12 16:37:00,2018-02-12 16:37:59
75,415,1,2018-02-12 16:37:59,2018-02-12 16:38:07
75,415,0,2018-02-12 16:38:07,2018-02-12 16:38:31
75,415,10,2018-02-12 16:38:31,2018-02-12 16:39:05
75,415,11,2018-02-12 16:39:05,2018-02-12 16:39:37
75,415,103,2018-02-12 16:39:37,2018-02-12 17:25:19
75,414,103,2018-02-12 17:25:19,2018-02-12 17:25:46
75,414,11,2018-02-12 17:25:46,2018-02-12 17:25:58
75,414,104,2018-02-12 17:25:58,2018-02-12 18:10:06
75,0,104,2018-02-12 18:10:06,2018-02-12 18:10:18
75,0,11,2018-02-12 18:10:18,2018-02-12 18:11:10
75,0,10,2018-02-12 18:11:10,2018-02-12 18:11:32
75,0,0,2018-02-12 18:11:32,2018-02-12 18:16:46
75,-1,0,2018-02-12 18:16:46,2018-02-12 23:59:59
88,-1,0,2018-02-12 00:00:00,2018-02-12 13:03:39
88,228,0,2018-02-12 13:03:39,2018-02-12 13:03:57
88,228,10,2018-02-12 13:03:57,2018-02-12 13:04:12
88,228,151,2018-02-12 13:04:12,2018-02-12 13:04:51
88,228,152,2018-02-12 13:04:51,2018-02-12 15:59:23
88,428,152,2018-02-12 15:59:23,2018-02-12 16:00:10
88,428,151,2018-02-12 16:00:10,2018-02-12 16:00:25
88,428,10,2018-02-12 16:00:25,2018-02-12 16:00:42
88,428,0,2018-02-12 16:00:42,2018-02-12 16:00:53
88,428,1,2018-02-12 16:00:53,2018-02-12 16:01:34
88,428,2,2018-02-12 16:01:34,2018-02-12 16:01:49
88,428,14,2018-02-12 16:01:49,2018-02-12 16:02:17
88,428,153,2018-02-12 16:02:17,2018-02-12 16:03:08
88,428,154,2018-02-12 16:03:08,2018-02-12 17:10:42
88,109,154,2018-02-12 17:10:42,2018-02-12 17:11:19
88,109,153,2018-02-12 17:11:19,2018-02-12 17:11:46
88,109,14,2018-02-12 17:11:46,2018-02-12 17:12:01
88,109,2,2018-02-12 17:12:01,2018-02-12 17:12:41
88,109,1,2018-02-12 17:12:41,2018-02-12 17:12:51
88,109,0,2018-02-12 17:12:51,2018-02-12 17:13:08
88,109,10,2018-02-12 17:13:08,2018-02-12 17:13:48
88,109,11,2018-02-12 17:13:48,2018-02-12 17:14:01
88,109,191,2018-02-12 17:14:01,2018-02-12 18:00:20
88,-1,191,2018-02-12 18:00:20,2018-02-12 18:00:36
88,-1,11,2018-02-12 18:00:36,2018-02-12 18:01:14
88,-1,10,2018-02-12 18:01:14,2018-02-12 18:01:35
88,-1,0,2018-02-12 18:01:35,2018-02-12 23:59:59
38,-1,0,2018-02-12 00:00:00,2018-02-12 12:54:32
38,375,0,2018-02-12 12:54:32,2018-02-12 12:54:42
38,375,1,2018-02-12 12:54:42,2018-02-12 12:55:38
38,375,2,2018-02-12 12:55:38,2018-02-12 12:55:53
38,375,14,2018-02-12 12:55:53,2018-02-12 12:56:18
38,375,153,2018-02-12 12:56:18,2018-02-12 12:57:05
38,375,154,2018-02-12 12:57:05,2018-02-12 15:43:14
38,242,154,2018-02-12 15:43:14,2018-02-12 15:43:51
38,242,153,2018-02-12 15:43:51,2018-02-12 15:44:09
38,242,14,2018-02-12 15:44:09,2018-02-12 15:44:26
38,242,2,2018-02-12 15:44:26,2018-02-12 15:45:02
38,242,1,2018-02-12 15:45:02,2018-02-12 15:45:15
38,242,0,2018-02-12 15:45:15,2018-02-12 15:45:32
38,242,10,2018-02-12 15:45:32,2018-02-12 15:45:49
38,242,151,2018-02-12 15:45:49,2018-02-12 15:46:29
38,242,152,2018-02-12 15:46:29,2018-02-12 16:35:15
38,234,152,2018-02-12 16:35:15,2018-02-12 16:35:45
38,234,151,2018-02-12 16:35:45,2018-02-12 16:36:04
38,387,151,2018-02-12 16:36:04,2018-02-12 16:36:15
38,387,10,2018-02-12 16:36:15,2018-02-12 16:36:29
38,387,0,2018-02-12 16:36:29,2018-02-12 16:36:42
38,387,1,2018-02-12 16:36:42,2018-02-12 16:37:20
38,387,2,2018-02-12 16:37:20,2018-02-12 16:37:36
38,387,14,2018-02-12 16:37:36,2018-02-12 16:38:01
38,387,125,2018-02-12 16:38:01,2018-02-12 17:17:26
38,43,125,2018-02-12 17:17:26,2018-02-12 17:17:51
38,43,14,2018-02-12 17:17:51,2018-02-12 17:18:14
38,43,153,2018-02-12 17:18:14,2018-02-12 17:18:41
38,43,154,2018-02-12 17:18:41,2018-02-12 17:19:31
38,43,17,2018-02-12 17:19:31,2018-02-12 17:20:00
38,43,121,2018-02-12 17:20:00,2018-02-12 17:56:54
38,-1,121,2018-02-12 17:56:54,2018-02-12 17:57:25
38,-1,17,2018-02-12 17:57:25,2018-02-12 17:58:08
38,-1,154,2018-02-12 17:58:08,2018-02-12 17:58:44
38,-1,153,2018-02-12 17:58:44,2018-02-12 17:59:03
38,-1,14,2018-02-12 17:59:03,2018-02-12 17:59:17
38,-1,2,2018-02-12 17:59:17,2018-02-12 17:59:57
38,-1,1,2018-02-12 17:59:57,2018-02-12 18:00:07
38,-1,0,2018-02-12 18:00:07,2018-02-12 23:59:59
83,-1,0,2018-02-12 00:00:00,2018-02-12 12:09:58
83,453,0,2018-02-12 12:09:58,2018-02-12 12:10:11
83,453,1,2018-02-12 12:10:11,2018-02-12 12:11:04
83,453,2,2018-02-12 12:11:04,2018-02-12 12:11:13
83,453,14,2018-02-12 12:11:13,2018-02-12 12:11:38
83,453,153,2018-02-12 12:11:38,2018-02-12 15:04:22
83,285,153,2018-02-12 15:04:22,2018-02-12 15:04:43
83,285,14,2018-02-12 15:04:43,2018-02-12 15:05:19
83,285,15,2018-02-12 15:05:19,2018-02-12 15:05:32
83,285,192,2018-02-12 15:05:32,2018-02-12 16:40:48
83,43,192,2018-02-12 16:40:48,2018-02-12 16:41:03
83,43,15,2018-02-12 16:41:03,2018-02-12 16:41:36
83,43,16,2018-02-12 16:41:36,2018-02-12 16:42:22
83,43,17,2018-02-12 16:42:22,2018-02-12 16:42:50
83,43,121,2018-02-12 16:42:50,2018-02-12 17:30:29
83,387,121,2018-02-12 17:30:29,2018-02-12 17:30:52
83,387,17,2018-02-12 17:30:52,2018-02-12 17:31:45
83,387,154,2018-02-12 17:31:45,2018-02-12 17:32:20
83,387,153,2018-02-12 17:32:20,2018-02-12 17:32:40
83,387,14,2018-02-12 17:32:40,2018-02-12 17:33:00
83,387,125,2018-02-12 17:33:00,2018-02-12 18:00:56
83,-1,125,2018-02-12 18:00:56,2018-02-12 18:01:23
83,-1,14,2018-02-12 18:01:23,2018-02-12 18:01:37
83,-1,2,2018-02-12 18:01:37,2018-02-12 18:02:37
83,-1,1,2018-02-12 18:02:37,2018-02-12 18:02:45
83,-1,0,2018-02-12 18:02:45,2018-02-12 23:59:59
109,-1,0,2018-02-12 00:00:00,2018-02-12 13:16:49
109,413,0,2018-02-12 13:16:49,2018-02-12 13:17:07
109,413,10,2018-02-12 13:17:07,2018-02-12 13:17:22
109,413,151,2018-02-12 13:17:22,2018-02-12 13:18:01
109,413,152,2018-02-12 13:18:01,2018-02-12 14:56:51
109,91,152,2018-02-12 14:56:51,2018-02-12 16:53:13
109,476,152,2018-02-12 16:53:13,2018-02-12 16:54:04
109,476,151,2018-02-12 16:54:04,2018-02-12 16:54:20
109,476,10,2018-02-12 16:54:20,2018-02-12 16:55:21
109,476,11,2018-02-12 16:55:21,2018-02-12 16:55:36
109,476,191,2018-02-12 16:55:36,2018-02-12 17:37:38
109,272,191,2018-02-12 17:37:38,2018-02-12 17:37:53
109,272,11,2018-02-12 17:37:53,2018-02-12 17:38:33
109,272,103,2018-02-12 17:38:33,2018-02-12 18:16:23
109,-1,103,2018-02-12 18:16:23,2018-02-12 18:17:04
